date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_submission_attempts,blue_submission_attempts,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,red_sig_strike_attempted,red_sig_strike_landed,red_sig_strike_percent,blue_sig_strike_attempted,blue_sig_strike_landed,blue_sig_strike_percent,red_total_strikes_attempted,red_total_strikes_landed,red_total_strikes_percent,blue_total_strikes_attempted,blue_total_strikes_landed,blue_total_strikes_percent,red_takedowns_attempted,red_takedowns_landed,red_takedowns_percent,blue_takedowns_attempted,blue_takedowns_landed,blue_takedowns_percent,Height_diff,Reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_takedowns_defence_percent,blue_takedowns_defence_percent,red_sig_strike_average,blue_sig_strike_average,red_takedowns_average,blue_takedowns_average,red_sig_strike_defence_average,blue_sig_strike_defence_average,red_takedowns_defence_average,blue_takedowns_defence_average
2021-05-01,"Las Vegas, Nevada, USA    ",Ion Cutelaba,Dustin Jacoby,D,Light Heavyweight,N,0,0, 16-6-1 (1 NC),185.42000000000002,205 lbs.,190.5,Orthodox,1993-12-14, 16-5-1,190.5,205 lbs.,193.04,Orthodox,1988-04-04,152.0,71.0,0.46710526315789475,148.0,84.0,0.5675675675675675,201.0,111.0,0.5522388059701493,164.0,100.0,0.6097560975609756,19.0,9.0,0.47368421052631576,3.0,1.0,0.3333333333333333,-5.079999999999984,-2.539999999999992,27,33,0.43243243243243246,0.5328947368421053,0.6666666666666667,0.5263157894736843,0.4920172754478138,0.3707752501692187,0.1841269841269841,0.0,0.47012544701207193,0.6483798152575198,0.9212962962962963,0.75
2021-05-01,"Las Vegas, Nevada, USA    ",Sean Strickland,Krzysztof Jotko,W,Middleweight,N,0,0, 24-3-0,185.42000000000002,185 lbs.,193.04,Southpaw,1991-02-27, 23-5-0,185.42000000000002,185 lbs.,195.58,Southpaw,1989-08-19,182.0,84.0,0.46153846153846156,196.0,37.0,0.18877551020408162,182.0,84.0,0.46153846153846156,196.0,37.0,0.18877551020408162,0.0,0.0,0.0,1.0,0.0,0.0,0.0,-2.5400000000000205,30,32,0.8112244897959184,0.5384615384615384,1.0,1.0,0.39729309168065835,0.4638959265171445,0.40277777777777773,0.3507326007326007,0.6288448148382718,0.5846423937151519,0.8323412698412698,0.8902014652014653
2021-05-01,"Las Vegas, Nevada, USA    ",Merab Dvalishvili,Cody Stamann,W,Bantamweight,N,1,0, 14-4-0,167.64000000000001,135 lbs.,172.72,Orthodox,1991-01-10, 19-4-1,167.64000000000001,145 lbs.,162.56,Orthodox,1989-11-09,192.0,71.0,0.3697916666666667,134.0,48.0,0.3582089552238806,306.0,178.0,0.5816993464052288,163.0,73.0,0.44785276073619634,11.0,5.0,0.45454545454545453,4.0,1.0,0.25,0.0,10.159999999999997,30,31,0.6417910447761195,0.6302083333333333,0.75,0.5454545454545454,0.41401045503152006,0.46233354941634136,0.46482370286718117,0.4479166666666667,0.6250124223659673,0.623184379994769,0.9591836734693878,0.6542874396135265
2021-05-01,"Las Vegas, Nevada, USA    ",Randa Markos,Luana Pinheiro,L,Women's Strawweight,N,0,0, 11-12-1,162.56,115 lbs.,160.02,Orthodox,1985-08-10, 10-1-0,157.48,115 lbs.,157.48,Orthodox,1992-11-18,40.0,18.0,0.45,53.0,29.0,0.5471698113207547,51.0,28.0,0.5490196078431373,61.0,35.0,0.5737704918032787,0.0,0.0,0.0,6.0,5.0,0.8333333333333334,5.0800000000000125,2.5400000000000205,36,28,0.4528301886792453,0.55,0.16666666666666663,1.0,0.43247122840289165,0.5509272802529463,0.33862734487734486,0.8449204226169207,0.558137382142618,0.5512424836739266,0.7555555555555555,0.9995867566638479
2021-05-01,"Las Vegas, Nevada, USA    ",Kai Kamaka,TJ Brown,L,Featherweight,N,0,1, 8-4-1,170.18,145 lbs.,175.26,Switch,1995-01-05, 15-8-0,175.26,145 lbs.,182.88,Switch,1990-05-22,128.0,61.0,0.4765625,211.0,82.0,0.3886255924170616,155.0,85.0,0.5483870967741935,243.0,110.0,0.45267489711934156,1.0,1.0,1.0,4.0,2.0,0.5,-5.079999999999984,-7.6200000000000045,26,31,0.6113744075829384,0.5234375,0.5,0.0,0.5912406382285901,0.49510179090769935,0.6666666666666666,0.5,0.492787610619469,0.45118577075098815,0.6428571428571428,0.5
2021-05-01,"Las Vegas, Nevada, USA    ",Poliana Botelho,Luana Carolina,L,Women's Flyweight,N,0,0, 8-4-0,172.72,115 lbs.,170.18,Orthodox,1988-12-15, 8-2-0,167.64000000000001,125 lbs.,175.26,Orthodox,1993-06-11,57.0,34.0,0.5964912280701754,46.0,25.0,0.5434782608695652,112.0,87.0,0.7767857142857143,130.0,100.0,0.7692307692307693,4.0,1.0,0.25,0.0,0.0,0.0,5.079999999999984,-5.079999999999984,32,28,0.4565217391304348,0.4035087719298246,1.0,0.75,0.5403109293806969,0.4902597402597403,0.4,0.0,0.4688851318492073,0.3934563758389262,0.780952380952381,1.0
2021-05-01,"Las Vegas, Nevada, USA    ",Loma Lookboonmee,Sam Hughes,W,Women's Strawweight,N,0,0, 6-3-0,154.94,115 lbs.,154.94,Orthodox,1996-01-18, 5-4-0,165.1,115 lbs.,162.56,Orthodox,1992-06-28,124.0,84.0,0.6774193548387096,73.0,49.0,0.6712328767123288,149.0,108.0,0.7248322147651006,126.0,98.0,0.7777777777777778,8.0,4.0,0.5,2.0,0.0,0.0,-10.159999999999997,-7.6200000000000045,25,29,0.3287671232876712,0.32258064516129037,1.0,0.5,0.5490876842015239,0.37735849056603776,0.3888888888888889,0.0,0.5929351239991315,0.49514563106796117,0.7222222222222223,0.0
2021-05-01,"Las Vegas, Nevada, USA    ",Andreas Michailidis,KB Bhullar,W,Middleweight,N,0,0, 13-5-0,182.88,185 lbs.,193.04,Switch,1988-07-18, 8-2-0,193.04,185 lbs.,198.12,Switch,1991-10-12,137.0,73.0,0.5328467153284672,131.0,70.0,0.5343511450381679,139.0,75.0,0.539568345323741,132.0,71.0,0.5378787878787878,1.0,1.0,1.0,0.0,0.0,0.0,-10.159999999999997,-5.0800000000000125,33,30,0.46564885496183206,0.46715328467153283,1.0,0.0,0.5,0.13333333333333333,0.0,0.0,0.6326530612244898,0.37037037037037035,1.0,1.0
2021-05-01,"Las Vegas, Nevada, USA    ",Luke Sanders,Felipe Colares,L,Featherweight,N,0,0, 13-5-0,167.64000000000001,135 lbs.,170.18,Orthodox,1985-12-12, 10-3-0,172.72,135 lbs.,175.26,Orthodox,1994-03-31,211.0,118.0,0.5592417061611374,131.0,78.0,0.5954198473282443,225.0,131.0,0.5822222222222222,165.0,104.0,0.6303030303030303,5.0,2.0,0.4,10.0,2.0,0.2,-5.079999999999984,-5.079999999999984,35,27,0.40458015267175573,0.44075829383886256,0.8,0.6,0.5027061122956645,0.40312791783380025,0.07142857142857142,0.25,0.5472902208569687,0.3677660980931292,0.6857142857142857,0.4000000000000001
2021-04-24,"Jacksonville, Florida, USA    ",Kamaru Usman,Jorge Masvidal,W,Welterweight,Y,0,0, 20-1-0,182.88,170 lbs.,193.04,Orthodox,1987-05-11, 35-15-0,180.34,170 lbs.,187.96,Orthodox,1984-11-12,40.0,21.0,0.525,52.0,31.0,0.5961538461538461,54.0,32.0,0.5925925925925926,79.0,56.0,0.7088607594936709,2.0,2.0,1.0,0.0,0.0,0.0,2.539999999999992,5.079999999999984,34,36,0.40384615384615385,0.475,1.0,0.0,0.5556843548344127,0.5422347117154813,0.3269728191286896,0.3394736842105263,0.566667675834573,0.6044927879746624,1.0,0.7295426065162908
2021-04-24,"Jacksonville, Florida, USA    ",Zhang Weili,Rose Namajunas,L,Women's Strawweight,Y,0,0, 21-3-0,162.56,115 lbs.,160.02,Orthodox,1989-08-13, 12-4-0,165.1,115 lbs.,165.1,Orthodox,1992-06-29,11.0,7.0,0.6363636363636364,10.0,5.0,0.5,11.0,7.0,0.6363636363636364,10.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-2.539999999999992,-5.079999999999984,32,29,0.5,0.36363636363636365,1.0,1.0,0.5568001833468146,0.4362186326270837,0.24166666666666664,0.44666666666666666,0.5279412536060845,0.5949660950922816,1.0,0.7452380952380953
2021-04-24,"Jacksonville, Florida, USA    ",Valentina Shevchenko,Jessica Andrade,W,Women's Flyweight,Y,1,0, 22-3-0,165.1,125 lbs.,167.64000000000001,Orthodox,1988-03-07, 22-9-0,154.94,125 lbs.,157.48,Orthodox,1991-09-25,39.0,32.0,0.8205128205128205,15.0,10.0,0.6666666666666666,97.0,90.0,0.9278350515463918,55.0,47.0,0.8545454545454545,7.0,7.0,1.0,2.0,0.0,0.0,10.159999999999997,10.160000000000025,33,30,0.33333333333333337,0.17948717948717952,1.0,0.0,0.5715320942352663,0.529175786477921,0.733044733044733,0.49239417989417983,0.617641388449298,0.5368911572576489,0.8606060606060606,0.7893518518518519
2021-04-24,"Jacksonville, Florida, USA    ",Uriah Hall,Chris Weidman,W,Middleweight,N,0,0, 18-10-0,182.88,185 lbs.,200.66,Orthodox,1984-07-31, 15-6-0,187.96,185 lbs.,198.12,Orthodox,1984-06-17,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,2.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,-5.0800000000000125,2.539999999999992,37,37,0.5,1.0,1.0,1.0,0.5257743416445774,0.46840595219151304,0.203125,0.6188902243589743,0.5109772938060655,0.5424283832281173,0.7625473484848485,0.8958333333333334
2021-04-24,"Jacksonville, Florida, USA    ",Anthony Smith,Jimmy Crute,W,Light Heavyweight,N,0,0, 36-16-0,193.04,205 lbs.,193.04,Orthodox,1988-07-26, 12-2-0,187.96,205 lbs.,187.96,Orthodox,1996-03-04,39.0,26.0,0.6666666666666666,35.0,18.0,0.5142857142857142,40.0,27.0,0.675,57.0,34.0,0.5964912280701754,0.0,0.0,0.0,3.0,3.0,1.0,5.079999999999984,5.079999999999984,33,25,0.48571428571428577,0.33333333333333337,0.0,1.0,0.4790211857905652,0.488640350877193,0.16,0.36,0.4867672938579727,0.5456990068754775,0.7038888888888889,0.8142857142857143
2021-04-24,"Jacksonville, Florida, USA    ",Alex Oliveira,Randy Brown,L,Welterweight,N,0,1, 22-11-1 (2 NC),180.34,170 lbs.,193.04,Orthodox,1988-02-21, 14-4-0,190.5,170 lbs.,198.12,Orthodox,1990-07-08,12.0,7.0,0.5833333333333334,32.0,16.0,0.5,14.0,9.0,0.6428571428571429,39.0,23.0,0.5897435897435898,0.0,0.0,0.0,0.0,0.0,0.0,-10.159999999999997,-5.0800000000000125,33,31,0.5,0.41666666666666663,1.0,1.0,0.5048826601767388,0.4756147948254318,0.24778708133971292,0.4583333333333333,0.417299160739391,0.5724330817473988,0.6728070175438596,0.7439285714285714
2021-04-24,"Jacksonville, Florida, USA    ",Dwight Grant,Stefan Sekulic,W,Welterweight,N,0,1, 11-4-0,185.42000000000002,170 lbs.,193.04,Southpaw,1984-09-14, 12-4-0,182.88,170 lbs.,190.5,Southpaw,1992-02-12,156.0,49.0,0.3141025641025641,52.0,33.0,0.6346153846153846,160.0,52.0,0.325,59.0,39.0,0.6610169491525424,1.0,1.0,1.0,7.0,3.0,0.42857142857142855,2.5400000000000205,2.539999999999992,37,29,0.3653846153846154,0.6858974358974359,0.5714285714285714,0.0,0.3569073546523466,0.3793103448275862,0.25,0.2,0.6790722809076682,0.5714285714285714,0.7833333333333333,0.33333333333333337
2021-04-24,"Jacksonville, Florida, USA    ",Karl Roberson,Brendan Allen,L,Middleweight,N,0,1, 9-4-0,185.42000000000002,185 lbs.,187.96,Orthodox,1990-10-04, 17-4-0,187.96,185 lbs.,190.5,Orthodox,1995-12-28,14.0,6.0,0.42857142857142855,16.0,9.0,0.5625,24.0,15.0,0.625,22.0,15.0,0.6818181818181818,0.0,0.0,0.0,2.0,2.0,1.0,-2.539999999999992,-2.539999999999992,31,25,0.4375,0.5714285714285714,0.0,1.0,0.5610273869153232,0.5830198537095089,0.2857142857142857,0.16666666666666666,0.5034473777549298,0.3627487008375512,0.6802721088435374,0.35
2021-04-24,"Jacksonville, Florida, USA    ",Pat Sabatini,Tristan Connelly,W,Featherweight,N,1,0, 16-3-0,172.72,145 lbs.,177.8,Orthodox,1990-11-09, 14-7-0,177.8,170 lbs.,172.72,Orthodox,1985-12-12,45.0,26.0,0.5777777777777777,50.0,19.0,0.38,98.0,73.0,0.7448979591836735,125.0,87.0,0.696,5.0,1.0,0.2,1.0,1.0,1.0,-5.0800000000000125,5.0800000000000125,30,35,0.62,0.4222222222222223,0.0,0.8,0.5823412700255184,0.512,0.20343203705004262,0.0,0.6222847940111287,0.5733333333333333,-0.00573356484437877,0.6
2021-04-24,"Jacksonville, Florida, USA    ",Danaa Batgerel,Kevin Natividad,W,Bantamweight,N,0,0, 10-2-0,170.18,135 lbs.,177.8,Orthodox,1989-07-04, 9-3-0,167.64000000000001,145 lbs.,177.8,Orthodox,1993-04-02,15.0,7.0,0.4666666666666667,8.0,3.0,0.375,16.0,8.0,0.5,8.0,3.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,2.539999999999992,0.0,32,28,0.625,0.5333333333333333,1.0,1.0,0.44235836627140973,0.24087591240875914,0.0,0.0,0.5586223742061553,0.5428571428571429,0.7857142857142857,1.0
2021-04-24,"Jacksonville, Florida, USA    ",Kazula Vargas,Rong Zhu,W,Lightweight,N,1,0, 12-4-0,172.72,155 lbs.,180.34,Orthodox,1985-08-15, 18-4-0,175.26,155 lbs.,180.34,Orthodox,2000-03-07,176.0,96.0,0.5454545454545454,105.0,42.0,0.4,192.0,111.0,0.578125,114.0,49.0,0.4298245614035088,1.0,0.0,0.0,4.0,3.0,0.75,-2.539999999999992,0.0,36,21,0.6,0.4545454545454546,0.25,1.0,0.4967159277504105,0.3998819321683877,0.25,0.7605140560949629,0.5042735042735043,0.45436660594137823,0.625,0.9995867566638479
2021-04-24,"Jacksonville, Florida, USA    ",Aoriqileng,Jeff Molina,L,Flyweight,N,0,0, 18-9-0,170.18,125 lbs.,175.26,Orthodox,1993-06-25, 10-2-0,167.64000000000001,125 lbs.,175.26,Orthodox,1997-07-17,258.0,116.0,0.4496124031007752,356.0,189.0,0.5308988764044944,269.0,125.0,0.4646840148698885,378.0,210.0,0.5555555555555556,4.0,3.0,0.75,1.0,0.0,0.0,2.539999999999992,0.0,28,24,0.4691011235955056,0.5503875968992248,1.0,0.25,0.450800817151773,0.5342278701902989,0.7605140560949629,0.0008567573973442833,0.469139011053083,0.5516358519482188,0.9995867566638479,0.24559651553267792
2021-04-17,"Las Vegas, Nevada, USA    ",Robert Whittaker,Kelvin Gastelum,W,Middleweight,N,0,0, 24-5-0,182.88,185 lbs.,185.42000000000002,Southpaw,1990-12-20, 17-8-0 (1 NC),175.26,185 lbs.,180.34,Southpaw,1991-10-24,284.0,150.0,0.528169014084507,209.0,62.0,0.2966507177033493,303.0,169.0,0.5577557755775577,218.0,70.0,0.3211009174311927,7.0,4.0,0.5714285714285714,5.0,1.0,0.2,7.6200000000000045,5.0800000000000125,30,29,0.7033492822966507,0.471830985915493,0.8,0.4285714285714286,0.43215451407510613,0.43556725878063457,0.1971153846153846,0.27535273368606705,0.594380952326325,0.5933397533568747,0.9262152777777778,0.7600105141771808
2021-04-17,"Las Vegas, Nevada, USA    ",Andrei Arlovski,Chase Sherman,W,Heavyweight,N,0,0, 32-20-0 (2 NC),190.5,240 lbs.,195.58,Orthodox,1979-02-04, 15-8-0,193.04,250 lbs.,198.12,Orthodox,1989-11-16,222.0,105.0,0.47297297297297297,192.0,88.0,0.4583333333333333,226.0,109.0,0.4823008849557522,203.0,99.0,0.4876847290640394,0.0,0.0,0.0,0.0,0.0,0.0,-2.539999999999992,-2.539999999999992,42,31,0.5416666666666667,0.527027027027027,1.0,1.0,0.44203946212456047,0.4404879620350769,0.10042735042735043,0.0,0.5504830337692975,0.5215230132158526,0.8252747252747253,0.8125
2021-04-17,"Las Vegas, Nevada, USA    ",Abdul Razak Alhassan,Jacob Malkoun,L,Middleweight,N,0,2, 11-4-0,177.8,185 lbs.,185.42000000000002,Orthodox,1985-08-11, 5-1-0,175.26,185 lbs.,185.42000000000002,Orthodox,1995-08-26,47.0,21.0,0.44680851063829785,55.0,27.0,0.4909090909090909,59.0,32.0,0.5423728813559322,135.0,91.0,0.674074074074074,0.0,0.0,0.0,24.0,8.0,0.3333333333333333,2.5400000000000205,0.0,36,26,0.509090909090909,0.5531914893617021,0.6666666666666667,1.0,0.5763436339055714,0.0,0.08333333333333333,0.0,0.5848001799589893,0.36363636363636365,0.6904761904761905,1.0
2021-04-17,"Las Vegas, Nevada, USA    ",Tracy Cortez,Justine Kish,W,Women's Flyweight,N,1,0, 9-1-0,165.1,135 lbs.,165.1,Orthodox,1993-12-10, 7-4-0,165.1,125 lbs.,162.56,Orthodox,1988-04-13,112.0,66.0,0.5892857142857143,119.0,55.0,0.46218487394957986,138.0,84.0,0.6086956521739131,140.0,72.0,0.5142857142857142,5.0,3.0,0.6,1.0,0.0,0.0,0.0,2.539999999999992,27,33,0.5378151260504201,0.4107142857142857,1.0,0.4,0.5202380952380952,0.4936513507907283,0.4111111111111111,0.4388888888888889,0.68375,0.5985229616623672,0.9166666666666667,0.7666666666666666
2021-04-17,"Las Vegas, Nevada, USA    ",Luis Pena,Alexander Munoz,W,Lightweight,N,0,0, 9-3-0,190.5,155 lbs.,190.5,Switch,1993-07-05, 6-2-0,175.26,155 lbs.,182.88,Switch,1990-02-27,195.0,90.0,0.46153846153846156,169.0,80.0,0.47337278106508873,195.0,90.0,0.46153846153846156,172.0,82.0,0.47674418604651164,0.0,0.0,0.0,9.0,4.0,0.4444444444444444,15.240000000000009,7.6200000000000045,28,31,0.5266272189349113,0.5384615384615384,0.5555555555555556,1.0,0.4617002158196897,0.2569444444444444,0.481859410430839,0.125,0.4602020029318474,0.5162790697674419,0.489795918367347,1.0
2021-04-17,"Las Vegas, Nevada, USA    ",Alexandr Romanov,Juan Espino,W,Heavyweight,N,0,0, 15-0-0,187.96,262 lbs.,190.5,Orthodox,1990-12-11, 11-2-0,190.5,255 lbs.,203.2,Orthodox,1980-10-09,53.0,32.0,0.6037735849056604,22.0,12.0,0.5454545454545454,77.0,53.0,0.6883116883116883,56.0,44.0,0.7857142857142857,4.0,2.0,0.5,5.0,4.0,0.8,-2.539999999999992,-12.699999999999989,30,41,0.4545454545454546,0.39622641509433965,0.19999999999999996,0.5,0.6156462585034014,0.7723785166240409,0.7,0.8571428571428572,0.45632183908045976,0.6666666666666667,1.0,1.0
2021-04-17,"Las Vegas, Nevada, USA    ",Jessica Penne,Loopy Godinez,W,Women's Strawweight,N,0,0, 14-6-0,165.1,115 lbs.,170.18,Orthodox,1983-01-30, 7-2-0,157.48,115 lbs.,154.94,Orthodox,1993-09-06,87.0,31.0,0.3563218390804598,74.0,40.0,0.5405405405405406,158.0,98.0,0.620253164556962,106.0,68.0,0.6415094339622641,7.0,1.0,0.14285714285714285,9.0,3.0,0.3333333333333333,7.6200000000000045,15.240000000000009,38,28,0.45945945945945943,0.6436781609195402,0.6666666666666667,0.8571428571428572,0.34159845972646935,0.544123435744633,0.25,0.3384822234851748,0.4658286596234946,0.646315526243417,0.875,0.8559695678769584
2021-04-17,"Las Vegas, Nevada, USA    ",Bartosz Fabinski,Gerald Meerschaert,L,Middleweight,N,0,1, 15-5-0,182.88,170 lbs.,190.5,Southpaw,1986-04-26, 33-14-0,185.42000000000002,185 lbs.,195.58,Southpaw,1987-12-18,13.0,6.0,0.46153846153846156,10.0,8.0,0.8,23.0,16.0,0.6956521739130435,14.0,12.0,0.8571428571428571,1.0,1.0,1.0,0.0,0.0,0.0,-2.5400000000000205,-5.0800000000000125,35,33,0.19999999999999996,0.5384615384615384,1.0,0.0,0.593755442670537,0.42035575391247476,0.5242424242424242,0.2503156565656566,0.4750533524446568,0.47592176986528134,0.8,0.525
2021-04-17,"Las Vegas, Nevada, USA    ",Tony Gravely,Anthony Birchak,W,Bantamweight,N,0,1, 21-7-0,165.1,135 lbs.,175.26,Orthodox,1991-09-28, 16-8-0,172.72,135 lbs.,175.26,Orthodox,1986-05-16,75.0,39.0,0.52,45.0,18.0,0.4,105.0,61.0,0.580952380952381,59.0,30.0,0.5084745762711864,6.0,4.0,0.6666666666666666,1.0,0.0,0.0,-7.6200000000000045,0.0,30,35,0.6,0.48,1.0,0.33333333333333337,0.538028802880288,0.388495115995116,0.5630252100840336,0.2,0.3201462765957447,0.7033762808518221,0.5416666666666667,0.8333333333333334
2021-04-10,"Las Vegas, Nevada, USA    ",Marvin Vettori,Kevin Holland,W,Middleweight,N,1,0, 18-5-1,182.88,205 lbs.,187.96,Orthodox,1993-09-20, 21-7-0 (1 NC),190.5,185 lbs.,205.74,Orthodox,1992-11-05,64.0,24.0,0.375,103.0,37.0,0.3592233009708738,250.0,152.0,0.608,214.0,138.0,0.6448598130841121,17.0,11.0,0.6470588235294118,0.0,0.0,0.0,-7.6200000000000045,-17.78,28,28,0.6407766990291262,0.625,1.0,0.3529411764705882,0.48906513127591783,0.645584648104203,0.4365079365079365,0.3939393939393939,0.6502600187114024,0.461186450258384,0.8785103785103785,0.6652400629673356
2021-04-10,"Las Vegas, Nevada, USA    ",Arnold Allen,Sodiq Yusuff,W,Featherweight,N,0,1, 17-1-0,172.72,145 lbs.,177.8,Orthodox,1994-01-22, 11-2-0,175.26,145 lbs.,180.34,Orthodox,1993-05-19,61.0,21.0,0.3442622950819672,113.0,47.0,0.415929203539823,68.0,26.0,0.38235294117647056,164.0,79.0,0.4817073170731707,5.0,2.0,0.4,1.0,0.0,0.0,-2.539999999999992,-2.539999999999992,27,28,0.584070796460177,0.6557377049180328,1.0,0.6,0.38847764050306727,0.4823686132361007,0.32142857142857145,0.0,0.6508953924554881,0.5788882394960712,0.8095238095238095,0.8928571428571428
2021-04-10,"Las Vegas, Nevada, USA    ",Sam Alvey,Julian Marquez,L,Middleweight,N,0,1, 33-16-1 (1 NC),187.96,185 lbs.,190.5,Orthodox,1986-05-06, 9-2-0,187.96,185 lbs.,182.88,Orthodox,1990-05-08,78.0,29.0,0.3717948717948718,100.0,61.0,0.61,78.0,29.0,0.3717948717948718,101.0,62.0,0.6138613861386139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.6200000000000045,35,31,0.39,0.6282051282051282,1.0,1.0,0.46661466466712,0.40990929705215423,0.05,0.0,0.5297052442365446,0.5025641025641026,0.8855158730158731,0.40404040404040403
2021-04-10,"Las Vegas, Nevada, USA    ",Nina Nunes,Mackenzie Dern,L,Women's Strawweight,N,0,1, 10-7-0,165.1,115 lbs.,162.56,Orthodox,1985-12-03, 11-2-0,162.56,115 lbs.,160.02,Orthodox,1993-03-24,7.0,4.0,0.5714285714285714,22.0,12.0,0.5454545454545454,8.0,5.0,0.625,44.0,31.0,0.7045454545454546,0.0,0.0,0.0,2.0,1.0,0.5,2.539999999999992,2.539999999999992,35,28,0.4545454545454546,0.4285714285714286,0.5,1.0,0.4763302483955111,0.4163098037020451,0.21428571428571427,0.027777777777777776,0.5537190007156124,0.6158665821614037,0.835914085914086,0.6666666666666666
2021-04-10,"Las Vegas, Nevada, USA    ",Mike Perry,Daniel Rodriguez,L,Welterweight,N,0,0, 14-8-0,177.8,170 lbs.,180.34,Southpaw,1991-09-15, 16-2-0,185.42000000000002,170 lbs.,187.96,Southpaw,1986-12-31,132.0,61.0,0.4621212121212121,235.0,129.0,0.548936170212766,137.0,65.0,0.4744525547445255,252.0,145.0,0.5753968253968254,4.0,2.0,0.5,1.0,0.0,0.0,-7.6200000000000045,-7.6200000000000045,30,34,0.451063829787234,0.5378787878787878,1.0,0.5,0.4999255473641645,0.4498787587635467,0.294047619047619,0.25,0.5228320651973722,0.5804767656050275,0.8821428571428571,0.9166666666666667
2021-04-10,"Las Vegas, Nevada, USA    ",Jim Miller,Joe Solecki,L,Lightweight,N,0,0, 33-16-0 (1 NC),172.72,155 lbs.,180.34,Orthodox,1983-08-30, 11-3-0,175.26,155 lbs.,177.8,Orthodox,1993-08-27,34.0,11.0,0.3235294117647059,42.0,19.0,0.4523809523809524,76.0,45.0,0.5921052631578947,146.0,93.0,0.636986301369863,0.0,0.0,0.0,4.0,1.0,0.25,-2.539999999999992,2.539999999999992,38,28,0.5476190476190477,0.6764705882352942,0.75,1.0,0.4007793361150884,0.7250000000000001,0.4205687830687831,0.4,0.6058593248686746,0.45129870129870125,0.6596340388007055,1.0
2021-04-10,"Las Vegas, Nevada, USA    ",Scott Holtzman,Mateusz Gamrot,L,Lightweight,N,0,0, 14-5-0,175.26,155 lbs.,175.26,Southpaw,1983-09-30, 19-1-0 (1 NC),177.8,155 lbs.,177.8,Southpaw,1990-12-11,48.0,10.0,0.20833333333333334,63.0,39.0,0.6190476190476191,48.0,10.0,0.20833333333333334,65.0,41.0,0.6307692307692307,1.0,0.0,0.0,5.0,2.0,0.4,-2.5400000000000205,-2.5400000000000205,38,30,0.38095238095238093,0.7916666666666666,0.6,1.0,0.5121700727815585,0.4126984126984127,0.5108815426997245,0.3125,0.5556743150305116,0.5697674418604651,0.7062352851826537,1.0
2021-04-10,"Las Vegas, Nevada, USA    ",John Makdessi,Ignacio Bahamondes,W,Lightweight,N,0,0, 18-7-0,172.72,155 lbs.,172.72,Orthodox,1985-05-03, 12-4-0,190.5,155 lbs.,190.5,Orthodox,1997-08-27,232.0,124.0,0.5344827586206896,312.0,112.0,0.358974358974359,257.0,145.0,0.5642023346303502,318.0,117.0,0.36792452830188677,0.0,0.0,0.0,4.0,0.0,0.0,-17.78,-17.78,36,24,0.641025641025641,0.4655172413793104,1.0,1.0,0.49649322115129496,0.35777593112443445,0.0,0.0008567573973442833,0.6707695778753617,0.4655017643014413,0.93048128342246,0.9995867566638479
2021-04-10,"Las Vegas, Nevada, USA    ",Yorgan De Castro,Jarjis Danho,L,Heavyweight,N,0,0, 6-3-0,182.88,250 lbs.,187.96,Orthodox,1986-12-19, 7-1-1 (1 NC),190.5,265 lbs.,187.96,Orthodox,1983-10-15,11.0,2.0,0.18181818181818182,12.0,10.0,0.8333333333333334,15.0,5.0,0.3333333333333333,12.0,10.0,0.8333333333333334,0.0,0.0,0.0,1.0,0.0,0.0,-7.6200000000000045,0.0,34,37,0.16666666666666663,0.8181818181818181,1.0,1.0,0.38705314009661834,0.4812152133580705,0.0,0.1,0.4830356600449548,0.4758211041229909,1.0,1.0
2021-04-10,"Las Vegas, Nevada, USA    ",Hunter Azure,Jack Shore,L,Bantamweight,N,1,0, 9-2-0,172.72,145 lbs.,175.26,Orthodox,1992-03-02, 15-0-0,172.72,135 lbs.,180.34,Orthodox,1995-02-06,80.0,45.0,0.5625,57.0,36.0,0.631578947368421,121.0,78.0,0.6446280991735537,84.0,57.0,0.6785714285714286,6.0,0.0,0.0,13.0,6.0,0.46153846153846156,0.0,-5.0800000000000125,29,26,0.368421052631579,0.4375,0.5384615384615384,1.0,0.5223848656052046,0.5722222222222222,0.20833333333333334,0.4732142857142857,0.6581182192293303,0.7166666666666667,0.7833333333333333,1.0
