date,location,red_fighter,blue_fighter,winner,weight_class,title_fight,red_knockdowns,blue_knockdowns,red_sig_strike,blue_sig_strike,red_sig_strike_percent,blue_sig_strike_percent,red_total_strikes,blue_total_strikes,red_takedowns,blue_takedowns,red_takedown_percent,blue_takedown_percent,red_submission_attempts,blue_submission_attempts,red_reversals,blue_reversals,red_control_time,blue_control_time,red_Record,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str_Acc,red_SApM,red_Str_Def,red_TD_Avg,red_TD_Acc,red_TD_Def,red_Sub_Avg,blue_Record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str_Acc,blue_SApM,blue_Str_Def,blue_TD_Avg,blue_TD_Acc,blue_TD_Def,blue_Sub_Avg
"November 05, 2016","Mexico City, Distrito Federal, Mexico    ",Erick Montano,Max Griffin,L,Welterweight,N,0,0,3 of 7,15 of 30,42%,50%,3 of 7,15 of 30,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:13, 7-5-0,"6' 0""",170 lbs.,"73""",Orthodox,"Nov 19, 1985",2.79,44%,2.06,64%,2.29,36%,66%,0.0, 18-8-0,"5' 11""",170 lbs.,"76""",Orthodox,"Nov 29, 1985",4.35,49%,3.97,57%,1.63,53%,70%,0.4
"November 05, 2016","Mexico City, Distrito Federal, Mexico    ",Henry Briones,Douglas Silva de Andrade,L,Bantamweight,N,0,1,67 of 144,72 of 158,46%,45%,69 of 146,72 of 158,0 of 1,1 of 1,0%,100%,0,0,0,0,0:02,0:10, 16-8-1,"5' 8""",135 lbs.,"69""",Orthodox,"Oct 22, 1980",3.47,42%,4.68,53%,0.00,0%,52%,0.6, 27-4-0 (1 NC),"5' 7""",145 lbs.,"68""",Orthodox,"Jun 22, 1985",3.79,38%,4.22,58%,0.69,50%,66%,0.0
"November 05, 2016","Mexico City, Distrito Federal, Mexico    ",Sam Alvey,Alex Nicholson,W,Middleweight,N,0,0,63 of 138,82 of 182,45%,45%,65 of 140,82 of 182,0 of 2,0 of 0,0%,---,0,0,0,0,0:40,0:00, 33-16-1 (1 NC),"6' 2""",185 lbs.,"75""",Southpaw,"May 06, 1986",3.29,44%,3.52,53%,0.07,16%,81%,0.1, 7-4-0,"6' 4""",185 lbs.,"77""",Orthodox,"May 02, 1990",4.12,43%,4.65,47%,0.00,0%,50%,0.5
"November 05, 2016","Mexico City, Distrito Federal, Mexico    ",Marco Polo Reyes,Jason Novelli,W,Lightweight,N,0,0,50 of 166,29 of 126,30%,23%,67 of 183,51 of 151,0 of 0,1 of 3,---,33%,0,0,0,0,2:33,1:04, 8-7-0,"5' 11""",155 lbs.,"71""",Orthodox,"Nov 07, 1984",6.00,37%,5.52,59%,0.00,0%,46%,0.0, 11-3-1,"6' 0""",155 lbs.,--,Orthodox,"Jun 08, 1979",1.73,24%,3.55,66%,0.70,33%,100%,0.0
"November 05, 2016","Mexico City, Distrito Federal, Mexico    ",Enrique Barzola,Chris Avila,W,Featherweight,N,0,0,72 of 127,29 of 105,56%,27%,129 of 231,41 of 121,7 of 12,0 of 0,58%,---,0,0,0,0,7:06,0:00, 17-5-2,"5' 7""",145 lbs.,"70""",Orthodox,"Apr 28, 1989",3.91,41%,2.97,68%,4.20,45%,66%,0.3, 5-4-0,"5' 10""",145 lbs.,--,Orthodox,"Jan 16, 1993",2.37,30%,4.17,48%,0.00,0%,46%,0.0
"October 08, 2016","Manchester, England, United Kingdom    ",Michael Bisping,Dan Henderson,W,UFC Middleweight,Y,0,2,119 of 335,81 of 220,35%,36%,130 of 348,87 of 227,0 of 0,1 of 4,---,25%,0,0,0,0,0:01,1:43, 30-9-0,"6' 1""",185 lbs.,"75""",Orthodox,"Feb 28, 1979",4.33,38%,2.71,65%,1.05,43%,63%,0.3, 32-15-0,"5' 11""",185 lbs.,"74""",Orthodox,"Aug 24, 1970",2.44,47%,2.70,51%,1.52,52%,57%,0.3
"October 08, 2016","Manchester, England, United Kingdom    ",Vitor Belfort,Gegard Mousasi,L,Middleweight,N,0,0,8 of 26,57 of 114,30%,50%,9 of 27,65 of 124,0 of 0,1 of 4,---,25%,0,0,0,0,0:00,1:32, 26-14-0 (1 NC),"6' 0""",185 lbs.,"74""",Southpaw,"Apr 01, 1977",1.59,46%,2.83,50%,1.02,60%,53%,0.6, 42-6-2,"6' 2""",185 lbs.,"76""",Orthodox,"Aug 01, 1985",3.75,50%,1.21,68%,1.59,60%,59%,1.1
"October 08, 2016","Manchester, England, United Kingdom    ",Ovince Saint Preux,Jimi Manuwa,L,Light Heavyweight,N,0,1,13 of 38,32 of 47,34%,68%,17 of 44,33 of 48,2 of 3,0 of 3,66%,0%,0,1,0,0,3:26,0:30, 25-16-0,"6' 3""",205 lbs.,"80""",Southpaw,"Apr 08, 1983",2.65,46%,3.07,45%,1.21,38%,66%,0.6, 17-6-0,"6' 1""",205 lbs.,"79""",Orthodox,"Feb 18, 1980",3.43,54%,3.97,49%,0.53,18%,70%,0.4
"October 08, 2016","Manchester, England, United Kingdom    ",Stefan Struve,Daniel Omielanczuk,W,Heavyweight,N,0,0,9 of 23,14 of 30,39%,46%,12 of 26,21 of 39,2 of 4,0 of 1,50%,0%,1,0,0,0,2:45,1:10, 33-13-0,"6' 11""",265 lbs.,"84""",Orthodox,"Feb 18, 1988",3.12,47%,4.04,46%,0.56,46%,55%,1.7, 19-8-1 (1 NC),"6' 0""",247 lbs.,"74""",Southpaw,"Aug 31, 1982",3.09,57%,3.29,47%,0.56,26%,68%,0.1
"October 08, 2016","Manchester, England, United Kingdom    ",Mirsad Bektic,Russell Doane,W,Featherweight,N,0,0,4 of 10,6 of 15,40%,40%,20 of 27,6 of 16,4 of 6,0 of 0,66%,---,2,0,0,0,3:21,0:00, 13-4-0,"5' 8""",145 lbs.,"70""",Orthodox,"Feb 16, 1991",2.43,41%,1.80,57%,3.98,52%,92%,0.4, 15-8-0,"5' 7""",135 lbs.,"70""",Orthodox,"Aug 13, 1986",1.75,40%,1.68,53%,2.11,45%,52%,0.8
"October 08, 2016","Manchester, England, United Kingdom    ",Brad Pickett,Iuri Alcantara,L,Bantamweight,N,0,1,1 of 3,26 of 39,33%,66%,1 of 3,26 of 39,0 of 0,0 of 0,---,---,0,2,0,0,0:11,0:29, 25-14-0,"5' 6""",135 lbs.,"68""",Orthodox,"Sep 24, 1978",3.02,31%,4.63,55%,2.47,44%,58%,0.4, 35-10-0 (1 NC),"5' 9""",135 lbs.,"71""",Southpaw,"Aug 04, 1980",2.72,45%,2.79,49%,1.44,62%,60%,0.8
"October 08, 2016","Manchester, England, United Kingdom    ",Davey Grant,Damian Stasiak,L,Bantamweight,N,0,0,36 of 84,10 of 39,42%,25%,44 of 93,18 of 47,2 of 2,4 of 9,100%,44%,0,1,0,1,1:29,4:15, 13-6-0,"5' 8""",135 lbs.,"69""",Orthodox,"Dec 18, 1985",4.55,44%,3.75,57%,1.77,44%,60%,0.1, 10-6-0,"5' 5""",135 lbs.,"70""",Orthodox,"Feb 20, 1990",1.86,36%,3.10,52%,2.64,35%,43%,0.6
"October 08, 2016","Manchester, England, United Kingdom    ",Leon Edwards,Albert Tumenov,W,Welterweight,N,0,0,16 of 72,32 of 83,22%,38%,31 of 89,34 of 86,3 of 10,0 of 0,30%,---,1,0,0,0,4:32,0:00, 19-3-0 (1 NC),"6' 2""",170 lbs.,"74""",Southpaw,"Aug 25, 1991",2.62,49%,2.15,55%,1.48,35%,70%,0.3, 18-4-0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 26, 1991",3.76,42%,3.34,58%,0.20,20%,75%,0.0
"October 08, 2016","Manchester, England, United Kingdom    ",Lukasz Sajewski,Marc Diakiese,L,Lightweight,N,0,0,21 of 54,48 of 116,38%,41%,25 of 59,61 of 129,2 of 6,1 of 1,33%,100%,0,0,0,0,3:35,0:07, 13-3-0,"5' 8""",155 lbs.,"71""",Orthodox,"Nov 27, 1990",2.06,35%,3.88,57%,1.01,25%,66%,0.0, 14-5-0,"5' 10""",155 lbs.,"73""",Orthodox,"Mar 16, 1993",3.06,38%,2.80,54%,2.13,35%,62%,0.0
"October 08, 2016","Manchester, England, United Kingdom    ",Danny Roberts,Mike Perry,L,Welterweight,N,0,1,81 of 239,90 of 214,33%,42%,81 of 239,103 of 228,0 of 4,0 of 0,0%,---,0,0,0,0,0:00,1:42, 18-5-0,"6' 1""",170 lbs.,"74""",Southpaw,"Jul 14, 1987",3.24,43%,3.01,54%,0.30,11%,56%,0.3, 14-8-0,"5' 10""",170 lbs.,"71""",Orthodox,"Sep 15, 1991",4.32,47%,5.16,52%,0.81,40%,78%,0.2
"October 08, 2016","Manchester, England, United Kingdom    ",Leonardo Santos,Adriano Martins,W,Lightweight,N,0,0,23 of 70,34 of 83,32%,40%,23 of 70,34 of 84,0 of 1,0 of 0,0%,---,0,0,0,0,0:00,0:00, 18-5-1,"6' 0""",155 lbs.,"75""",Orthodox,"Feb 05, 1980",2.65,44%,2.77,58%,1.07,29%,89%,0.3, 28-9-0,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",1.80,38%,2.14,65%,0.83,80%,81%,0.4
"October 01, 2016","Portland, Oregon, USA    ",John Lineker,John Dodson,W,Bantamweight,N,0,0,93 of 322,101 of 191,28%,52%,94 of 323,101 of 191,0 of 0,0 of 6,---,0%,0,0,0,0,0:00,0:23, 31-9-0,"5' 3""",135 lbs.,"67""",Orthodox,"Jun 12, 1990",5.36,40%,4.27,56%,0.56,58%,67%,0.6, 22-12-0,"5' 3""",135 lbs.,"66""",Orthodox,"Sep 26, 1984",3.20,40%,3.58,61%,0.71,28%,82%,0.0
"October 01, 2016","Portland, Oregon, USA    ",Will Brooks,Alex Oliveira,L,Lightweight,N,0,0,16 of 17,48 of 59,94%,81%,29 of 37,80 of 102,4 of 8,4 of 10,50%,40%,0,1,0,0,3:45,8:11, 18-4-0,"5' 10""",155 lbs.,"72""",Orthodox,"Oct 08, 1986",4.26,59%,2.54,56%,2.08,51%,82%,0.3, 22-11-1 (2 NC),"5' 11""",170 lbs.,"76""",Orthodox,"Feb 21, 1988",2.97,51%,2.38,47%,2.27,37%,63%,0.5
"October 01, 2016","Portland, Oregon, USA    ",Joshua Burkman,Zak Ottow,L,Welterweight,N,0,0,47 of 126,65 of 149,37%,43%,50 of 129,80 of 165,1 of 4,0 of 2,25%,0%,0,1,0,0,1:16,0:09, 28-16-0 (1 NC),"5' 10""",170 lbs.,"72""",Orthodox,"Apr 10, 1980",2.69,43%,3.13,51%,2.53,36%,72%,0.3, 17-7-0,"5' 11""",170 lbs.,"72""",Orthodox,"Dec 22, 1986",2.63,36%,2.73,58%,0.97,29%,57%,0.4
"October 01, 2016","Portland, Oregon, USA    ",Louis Smolka,Brandon Moreno,L,Flyweight,N,0,0,7 of 13,8 of 11,53%,72%,17 of 23,21 of 24,1 of 1,1 of 1,100%,100%,0,2,0,0,0:17,1:37, 17-7-0,"5' 9""",135 lbs.,"68""",Orthodox,"Jul 16, 1991",4.44,46%,3.74,53%,1.84,37%,31%,1.9, 19-5-2,"5' 7""",125 lbs.,"70""",Orthodox,"Dec 07, 1993",3.44,39%,3.29,58%,2.05,47%,65%,0.8
"October 01, 2016","Portland, Oregon, USA    ",Henrique da Silva,Joachim Christensen,W,Light Heavyweight,N,0,1,44 of 76,50 of 124,57%,40%,53 of 85,96 of 177,0 of 0,0 of 0,---,---,1,0,1,0,2:53,2:48, 14-5-0,"6' 3""",205 lbs.,"76""",Orthodox,"Sep 01, 1989",3.89,60%,5.28,40%,0.25,14%,22%,0.2, 14-6-0,"6' 3""",205 lbs.,"76""",Orthodox,"Nov 07, 1978",3.78,41%,3.29,46%,0.00,0%,0%,0.0
"October 01, 2016","Portland, Oregon, USA    ",Hacran Dias,Andre Fili,L,Featherweight,N,0,1,25 of 69,45 of 124,36%,36%,46 of 91,72 of 151,4 of 13,1 of 2,30%,50%,1,0,0,1,5:33,2:20, 23-6-1,"5' 8""",155 lbs.,"69""",Orthodox,"Jun 16, 1984",2.08,41%,3.31,55%,2.50,39%,76%,0.5, 21-8-0 (1 NC),"5' 11""",145 lbs.,"74""",Orthodox,"Jun 25, 1990",3.80,36%,3.86,52%,2.50,50%,68%,0.2
"October 01, 2016","Portland, Oregon, USA    ",Shamil Abdurakhimov,Walt Harris,W,Heavyweight,N,0,0,47 of 128,33 of 98,36%,33%,52 of 135,36 of 101,1 of 8,0 of 0,12%,---,0,1,0,0,0:44,0:29, 20-6-0,"6' 3""",235 lbs.,"76""",Orthodox,"Sep 02, 1981",2.53,43%,2.69,58%,1.14,24%,47%,0.2, 13-10-0 (1 NC),"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1
"October 01, 2016","Portland, Oregon, USA    ",Keita Nakamura,Elizeu Zaleski dos Santos,L,Welterweight,N,0,0,24 of 58,34 of 120,41%,28%,64 of 113,45 of 131,5 of 6,1 of 1,83%,100%,0,2,0,0,7:41,1:16, 34-10-2 (1 NC),"5' 11""",170 lbs.,"73""",Southpaw,"May 22, 1984",2.23,36%,3.20,58%,1.65,48%,63%,0.3, 23-7-0,"5' 11""",170 lbs.,"73""",Orthodox,"Dec 11, 1986",4.65,42%,3.22,58%,0.52,15%,62%,0.4
"October 01, 2016","Portland, Oregon, USA    ",Nate Marquardt,Tamdan McCrory,W,Middleweight,N,1,0,24 of 39,16 of 52,61%,30%,48 of 65,19 of 55,2 of 2,0 of 0,100%,---,0,0,0,0,5:01,0:06, 35-19-2,"6' 0""",185 lbs.,"74""",Orthodox,"Apr 20, 1979",2.71,49%,2.32,55%,1.87,51%,70%,0.8, 14-5-0,"6' 4""",185 lbs.,"76""",Switch,"Nov 05, 1986",2.07,49%,1.60,46%,2.28,50%,33%,2.5
"October 01, 2016","Portland, Oregon, USA    ",Jonathan Wilson,Ion Cutelaba,L,Light Heavyweight,N,0,0,30 of 78,89 of 283,38%,31%,32 of 80,92 of 286,0 of 0,0 of 1,---,0%,0,0,0,0,0:24,0:08, 7-3-0,"6' 2""",205 lbs.,"75""",Southpaw,"Jul 17, 1987",2.92,48%,5.65,56%,0.37,100%,80%,0.0, 16-6-1 (1 NC),"6' 1""",205 lbs.,"75""",Southpaw,"Dec 14, 1993",4.91,42%,3.43,47%,4.39,60%,79%,0.0
"October 01, 2016","Portland, Oregon, USA    ",Cody East,Curtis Blaydes,L,Heavyweight,N,0,0,21 of 47,52 of 81,44%,64%,40 of 68,109 of 149,3 of 3,5 of 6,100%,83%,0,0,0,0,0:24,4:28, 12-3-0,"6' 3""",245 lbs.,--,Orthodox,"Jun 29, 1988",4.15,43%,7.32,40%,3.97,100%,16%,0.0, 15-3-0 (1 NC),"6' 4""",265 lbs.,"80""",Orthodox,"Feb 18, 1991",3.44,51%,1.65,59%,6.27,53%,33%,0.0
"October 01, 2016","Portland, Oregon, USA    ",Kelly Faszholz,Ketlen Vieira,L,Women's Bantamweight,N,0,0,44 of 104,13 of 57,42%,22%,113 of 178,67 of 120,0 of 1,4 of 6,0%,66%,0,0,0,0,0:45,8:24, 4-2-0,"5' 8""",135 lbs.,--,Orthodox,"Apr 09, 1985",4.01,48%,3.61,52%,0.00,0%,44%,0.0, 12-2-0,"5' 8""",135 lbs.,"68""",Orthodox,"Aug 26, 1991",3.07,38%,4.07,54%,1.71,46%,90%,0.4
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Cristiane Justino,Lina Lansberg,W,Catch Weight,N,0,0,84 of 127,14 of 23,66%,60%,100 of 144,24 of 35,2 of 2,0 of 1,100%,0%,0,0,0,0,5:44,0:25, 21-2-0 (1 NC),"5' 8""",145 lbs.,"68""",Orthodox,"Jul 09, 1985",7.28,52%,2.25,64%,0.66,55%,94%,0.4, 10-5-0,"5' 7""",135 lbs.,"65""",Orthodox,"Mar 13, 1982",2.76,57%,3.70,44%,0.71,33%,50%,0.1
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Renan Barao,Phillipe Nover,W,Featherweight,N,0,0,64 of 151,39 of 141,42%,27%,64 of 152,54 of 157,3 of 3,0 of 0,100%,---,0,0,0,0,1:31,0:00, 34-9-0 (1 NC),"5' 6""",145 lbs.,"70""",Orthodox,"Jan 31, 1987",3.78,36%,3.90,57%,1.49,41%,91%,0.5, 11-8-1,"5' 9""",145 lbs.,"72""",Orthodox,"Feb 03, 1984",1.79,35%,2.48,56%,0.99,28%,44%,0.7
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Roy Nelson,Antonio Silva,W,Heavyweight,N,1,0,36 of 66,27 of 61,54%,44%,38 of 68,46 of 81,0 of 1,0 of 2,0%,0%,0,0,0,0,1:32,0:19, 22-14-0,"6' 0""",263 lbs.,"73""",Orthodox,"Jun 20, 1976",2.18,36%,4.79,46%,1.14,27%,65%,0.1, 19-12-1,"6' 4""",264 lbs.,"82""",Orthodox,"Sep 14, 1979",2.89,45%,3.09,50%,0.82,29%,66%,0.8
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Francisco Trinaldo,Paul Felder,W,Lightweight,N,0,0,32 of 67,33 of 84,47%,39%,42 of 85,38 of 90,1 of 3,0 of 0,33%,---,0,0,0,0,4:22,0:27, 27-8-0,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.04,43%,2.62,60%,1.03,44%,59%,0.5, 17-6-0,"5' 11""",155 lbs.,"70""",Orthodox,"Apr 25, 1984",3.70,44%,3.44,48%,0.29,28%,64%,0.2
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Thiago Santos,Eric Spicely,L,Middleweight,N,0,0,2 of 9,5 of 8,22%,62%,4 of 11,7 of 10,0 of 0,1 of 2,---,50%,0,1,0,0,1:05,1:22, 22-9-0,"6' 2""",205 lbs.,"76""",Orthodox,"Jan 07, 1984",3.95,48%,2.28,56%,0.61,36%,66%,0.1, 12-6-0,"6' 1""",185 lbs.,"73""",Orthodox,"Sep 29, 1986",3.71,45%,5.72,55%,1.31,20%,75%,1.0
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Godofredo Pepey,Mike de la Torre,W,Featherweight,N,0,0,24 of 39,6 of 18,61%,33%,27 of 43,17 of 30,1 of 2,0 of 0,50%,---,2,0,0,0,1:34,0:14, 13-6-0,"5' 7""",145 lbs.,"73""",Orthodox,"Jul 02, 1987",2.32,38%,3.23,47%,0.37,7%,35%,1.5, 14-7-0 (1 NC),"5' 11""",145 lbs.,"71""",Orthodox,"Sep 22, 1986",3.21,39%,4.75,51%,0.36,16%,83%,0.0
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Gilbert Burns,Michel Prazeres,L,Lightweight,N,0,0,46 of 122,67 of 169,37%,39%,46 of 122,70 of 176,1 of 4,5 of 7,25%,71%,0,0,0,0,0:00,1:09, 20-4-0,"5' 10""",170 lbs.,"71""",Orthodox,"Jul 20, 1986",3.12,46%,2.90,55%,2.16,36%,50%,0.6, 26-4-0,"5' 6""",170 lbs.,"67""",Orthodox,"Jul 25, 1981",2.38,47%,2.51,57%,3.94,36%,47%,0.6
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Rani Yahya,Michinori Tanaka,W,Bantamweight,N,0,0,10 of 18,20 of 34,55%,58%,19 of 28,121 of 144,7 of 11,1 of 4,63%,25%,1,0,1,2,7:03,5:54, 28-10-1 (1 NC),"5' 6""",135 lbs.,"67""",Orthodox,"Sep 12, 1984",1.58,38%,1.76,50%,2.90,33%,24%,1.9, 11-3-0,"5' 5""",135 lbs.,"67""",Orthodox,"Oct 04, 1990",1.97,37%,1.99,50%,2.40,38%,43%,0.2
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Jussier Formiga,Dustin Ortiz,W,Flyweight,N,0,0,8 of 34,13 of 65,23%,20%,55 of 90,119 of 188,1 of 3,0 of 2,33%,0%,2,0,0,2,9:09,2:57, 23-8-0,"5' 5""",125 lbs.,"67""",Orthodox,"Apr 14, 1985",1.42,39%,2.34,64%,1.82,35%,87%,0.6, 19-8-0,"5' 5""",125 lbs.,"65""",Orthodox,"Dec 25, 1988",2.94,44%,2.17,56%,3.01,36%,52%,0.1
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Erick Silva,Luan Chagas,W,Welterweight,N,1,2,55 of 116,41 of 101,47%,40%,62 of 125,44 of 106,0 of 0,1 of 4,---,25%,2,0,1,0,3:10,2:32, 19-9-0 (1 NC),"6' 0""",170 lbs.,"74""",Orthodox,"Jun 21, 1984",2.50,48%,4.18,49%,0.85,35%,56%,1.4, 15-3-1,"6' 0""",170 lbs.,"75""",Orthodox,"Jun 17, 1993",4.16,47%,3.19,62%,0.32,12%,85%,0.3
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Alan Patrick,Stevie Ray,W,Lightweight,N,0,0,7 of 12,2 of 9,58%,22%,60 of 75,56 of 65,5 of 8,0 of 0,62%,---,1,1,0,0,12:12,1:32, 15-3-0 (1 NC),"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",1.76,40%,2.90,44%,3.24,35%,46%,0.3, 23-9-0,"5' 10""",155 lbs.,"70""",Southpaw,"Mar 25, 1990",3.73,44%,2.93,54%,0.75,46%,55%,0.6
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Vicente Luque,Hector Urbina,W,Welterweight,N,1,0,11 of 22,5 of 17,50%,29%,11 of 22,5 of 17,0 of 0,0 of 1,---,0%,0,0,0,0,0:01,0:16, 21-7-1,"5' 11""",170 lbs.,"75""",Orthodox,"Nov 27, 1991",5.65,54%,5.67,52%,0.64,50%,64%,1.0, 17-10-1,"5' 11""",170 lbs.,"73""",Orthodox,"Sep 17, 1987",0.97,38%,2.44,39%,0.00,0%,38%,3.8
"September 24, 2016","Brasilia, Distrito Federal, Brazil    ",Glaico Franca Moreira,Gregor Gillespie,L,Lightweight,N,0,0,43 of 102,41 of 90,42%,45%,71 of 133,109 of 172,0 of 0,5 of 19,---,26%,0,0,0,0,0:03,11:00, 15-5-0,"6' 0""",155 lbs.,"77""",Orthodox,"Feb 28, 1991",2.35,42%,3.46,47%,2.68,42%,76%,0.3, 14-1-0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.74,52%,2.30,57%,6.86,48%,100%,0.8
"September 17, 2016","Hidalgo, Texas, USA    ",Dustin Poirier,Michael Johnson,L,Lightweight,N,0,1,6 of 12,14 of 37,50%,37%,6 of 12,14 of 37,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:03, 28-6-0 (1 NC),"5' 9""",155 lbs.,"72""",Southpaw,"Jan 19, 1989",5.62,50%,4.19,54%,1.50,36%,61%,1.2, 20-17-0,"5' 10""",155 lbs.,"73""",Southpaw,"Jun 04, 1986",4.21,38%,3.82,58%,0.49,45%,77%,0.1
"September 17, 2016","Hidalgo, Texas, USA    ",Uriah Hall,Derek Brunson,L,Middleweight,N,0,1,1 of 3,4 of 7,33%,57%,4 of 6,15 of 18,0 of 0,0 of 3,---,0%,0,0,0,0,0:00,1:02, 18-10-0,"6' 0""",185 lbs.,"79""",Orthodox,"Jul 31, 1984",3.47,49%,4.07,54%,0.58,38%,65%,0.2, 23-7-0,"6' 1""",185 lbs.,"77""",Southpaw,"Jan 04, 1984",3.45,47%,2.68,53%,3.15,34%,94%,0.5
"September 17, 2016","Hidalgo, Texas, USA    ",Evan Dunham,Ricky Glenn,W,Lightweight,N,0,0,144 of 279,58 of 156,51%,37%,185 of 330,63 of 161,3 of 9,0 of 3,33%,0%,2,0,0,0,7:03,0:00, 18-9-1,"5' 10""",155 lbs.,"70""",Southpaw,"Dec 18, 1981",5.33,39%,3.54,61%,1.82,33%,79%,1.0, 22-6-2,"6' 0""",155 lbs.,"70""",Southpaw,"Apr 12, 1989",4.03,43%,3.89,52%,0.57,13%,68%,0.4
"September 17, 2016","Hidalgo, Texas, USA    ",Roan Carneiro,Kenny Robertson,W,Welterweight,N,0,0,33 of 70,28 of 134,47%,20%,43 of 80,45 of 153,2 of 6,0 of 0,33%,---,0,0,1,2,2:37,3:12, 21-11-0,"5' 11""",170 lbs.,"76""",Orthodox,"Jun 02, 1978",1.46,46%,1.82,62%,3.05,42%,83%,1.4, 15-5-0,"5' 10""",170 lbs.,"74""",Orthodox,"Feb 14, 1984",3.72,47%,3.02,52%,1.37,26%,57%,0.8
"September 17, 2016","Hidalgo, Texas, USA    ",Chris Wade,Islam Makhachev,L,Lightweight,N,0,0,5 of 17,12 of 19,29%,63%,42 of 61,51 of 83,0 of 0,4 of 4,---,100%,2,2,4,2,4:04,8:56, 12-3-0,"5' 10""",155 lbs.,"70""",Orthodox,"Sep 30, 1987",1.70,53%,1.75,51%,2.60,51%,55%,1.1, 21-1-0,"5' 10""",155 lbs.,"70""",Southpaw,"Oct 27, 1991",2.21,58%,0.79,70%,3.37,66%,88%,1.3
"September 17, 2016","Hidalgo, Texas, USA    ",Chas Skelly,Maximo Blanco,W,Featherweight,N,0,0,1 of 1,0 of 1,100%,0%,1 of 1,0 of 1,0 of 0,0 of 0,---,---,1,0,0,0,0:11,0:00, 18-3-0 (1 NC),"5' 11""",145 lbs.,"72""",Orthodox,"May 11, 1985",2.02,40%,3.35,48%,1.71,34%,33%,2.4, 12-8-1 (1 NC),"5' 8""",145 lbs.,"71""",Orthodox,"Oct 16, 1983",4.11,44%,3.19,66%,1.85,36%,63%,0.3
"September 17, 2016","Hidalgo, Texas, USA    ",Gabriel Benitez,Sam Sicilia,W,Featherweight,N,1,0,39 of 101,19 of 70,38%,27%,39 of 101,19 of 70,0 of 0,0 of 1,---,0%,1,0,0,0,0:17,0:00, 22-10-0,"5' 8""",155 lbs.,"71""",Southpaw,"Jun 15, 1988",4.35,39%,3.80,65%,0.15,50%,56%,1.2, 15-8-0,"5' 8""",145 lbs.,"67""",Orthodox,"Feb 01, 1986",2.46,33%,3.55,59%,1.45,43%,70%,0.9
"September 17, 2016","Hidalgo, Texas, USA    ",Augusto Montano,Belal Muhammad,L,Welterweight,N,0,0,67 of 149,66 of 149,44%,44%,72 of 154,118 of 210,0 of 0,3 of 4,---,75%,0,0,0,0,0:00,3:27, 15-3-0,"6' 1""",170 lbs.,"73""",Orthodox,"Oct 25, 1984",3.46,46%,2.66,56%,0.00,0%,66%,0.0, 19-3-0 (1 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Jul 09, 1988",4.61,42%,3.80,60%,1.80,28%,91%,0.2
"September 17, 2016","Hidalgo, Texas, USA    ",Antonio Carlos Junior,Leonardo Guimaraes,W,Middleweight,N,0,0,32 of 60,6 of 17,53%,35%,94 of 142,15 of 26,7 of 14,0 of 0,50%,---,1,2,1,0,10:13,0:11, 11-5-0 (1 NC),"6' 2""",185 lbs.,"79""",Orthodox,"Mar 16, 1990",1.95,42%,2.14,52%,3.42,39%,53%,0.8, 11-5-0 (1 NC),"6' 0""",185 lbs.,--,Orthodox,"Apr 15, 1982",2.35,56%,2.99,44%,0.00,0%,52%,1.0
"September 17, 2016","Hidalgo, Texas, USA    ",Jose Quinonez,Joey Gomez,W,Bantamweight,N,2,1,56 of 131,44 of 136,42%,32%,76 of 159,66 of 159,5 of 7,0 of 0,71%,---,0,0,0,0,4:37,0:16, 9-5-0,"5' 8""",135 lbs.,"69""",Southpaw,"Jul 28, 1990",3.60,45%,3.00,64%,2.70,47%,42%,0.6, 6-2-0,"5' 10""",135 lbs.,"73""",Orthodox,"Jul 21, 1986",2.44,28%,4.46,55%,0.62,100%,50%,0.0
