date,red_fighter,blue_fighter,winner,red_sig_str_percent,blue_sig_str_percent,red_sub_att,blue_sub_att,red_stance,blue_stance,red_total_str_percent,blue_total_str_percent,red_td_percent,blue_td_percent,height_diff,reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_td_defence_percent,blue_td_defence_percent,red_td_defence_average,blue_td_defence_average,red_td_average,blue_td_average,red_sig_str_average,blue_sig_str_average,red_total_str_average,blue_total_str_average,red_sig_strike_defence_average,blue_sig_strike_defence_average
2024-07-27,Leon Edwards,Belal Muhammad,L,0.6619718309859155,0.5619834710743802,0,0,Southpaw,Orthodox,0.7807017543859649,0.6832740213523132,1.0,0.6923076923076923,8.0,5.0800000000000125,33,36,0.4399999999999999,0.3399999999999999,0.31,0.0,0.7826315789473683,0.9650000000000001,0.29035087719298247,0.26833333333333337,0.5597076461315019,0.41610487095965476,0.6222120180633078,0.48923283433204495,0.598421052631579,0.5660000000000001
2024-07-13,Rose Namajunas,Tracy Cortez,W,0.5333333333333333,0.2929292929292929,0,0,Orthodox,Orthodox,0.5534883720930233,0.3648068669527897,1.0,0.4,0.0,0.0,32,31,0.71,0.47,0.6,0.0,0.739375,0.828,0.4458333333333333,0.4177777777777777,0.4397194758645419,0.5322131013640448,0.46821458109127884,0.6215989180807279,0.615,0.626
2024-06-29,Alex Pereira,Jiri Prochazka,W,0.76,0.28,0,0,Orthodox,Orthodox,0.8032786885245902,0.28,0.0,0.0,3.0,-2.539999999999992,37,32,0.72,0.24,1.0,1.0,0.7988888888888889,0.6728571428571428,0.1111111111111111,0.5238095238095238,0.6447025215122474,0.5552278319665047,0.6973704262594451,0.5819208388989633,0.5077777777777777,0.4214285714285714
2024-04-13,Alex Pereira,Jamahal Hill,W,0.8,0.5454545454545454,0,0,Orthodox,Southpaw,0.8,0.5454545454545454,0.0,0.0,0.0,0.0,37,33,0.4599999999999999,0.1999999999999999,1.0,1.0,0.7737499999999999,0.86625,0.125,0.0,0.6252903367012782,0.44393624318968744,0.6845417295418758,0.48234690718434914,0.5137499999999999,0.43
2024-04-27,Matheus Nicolau,Alex Perez,L,0.4,0.3943661971830985,0,0,Orthodox,Orthodox,0.4,0.3943661971830985,0.0,0.0,0.0,2.5400000000000205,31,32,0.61,0.6,1.0,1.0,0.99,0.835,0.3944444444444445,0.3555555555555555,0.5295006034268418,0.4640448387910265,0.5767384274793089,0.5597773320329219,0.6519999999999999,0.588
2024-06-22,Robert Whittaker,Ikram Aliskerov,W,0.6666666666666666,0.3333333333333333,0,0,Orthodox,Southpaw,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,-7.619999999999976,34,32,0.6699999999999999,0.3399999999999999,1.0,1.0,0.8966666666666667,1.0,0.2824175824175824,0.0,0.4528805459569402,0.6641414141414141,0.47548636071109024,0.6641414141414141,0.604074074074074,0.325
2024-05-04,Alexandre Pantoja,Steve Erceg,W,0.5165289256198347,0.5235849056603774,0,0,Orthodox,Orthodox,0.5458015267175572,0.5536480686695279,0.4736842105263157,0.1666666666666666,-8.0,-2.539999999999992,34,29,0.48,0.49,0.84,0.53,0.7135714285714286,0.8366666666666666,0.47501546072974643,0.2916666666666667,0.5204239852801088,0.4833121693121693,0.573568941847392,0.5028545760157653,0.5271428571428571,0.57
2024-03-09,Sean O'Malley,Marlon Vera,W,0.6460674157303371,0.3692946058091286,0,0,Switch,Switch,0.6480446927374302,0.3692946058091286,0.0,0.0,7.0,5.079999999999984,29,31,0.64,0.36,1.0,1.0,0.8438461538461539,0.7870833333333334,0.038461538461538464,0.22569444444444442,0.6012197917917875,0.5063089749563813,0.6064968387135458,0.5360291275561967,0.5815384615384616,0.5179166666666667
2024-03-16,Tai Tuivasa,Marcin Tybura,L,0.625,0.6585365853658537,0,1,Southpaw,Orthodox,0.6666666666666666,0.7604166666666666,0.0,0.25,-2.0,-7.6200000000000045,31,38,0.35,0.38,0.75,1.0,0.85,0.9347368421052631,0.0,0.37593984962406013,0.5027073618304134,0.49663688963012814,0.5200756148818863,0.5916307436953859,0.4706666666666666,0.533157894736842
2024-06-08,Jared Cannonier,Nassourdine Imavov,L,0.5871559633027523,0.6119402985074627,0,0,Switch,Orthodox,0.6710526315789473,0.6666666666666666,1.0,0.6666666666666666,-10.0,5.0800000000000125,40,29,0.39,0.42,0.3399999999999999,0.0,0.6136842105263158,0.8525,0.17543859649122806,0.2038690476190476,0.5209236652210049,0.5621643663952055,0.5590708337179909,0.5939410264756068,0.588421052631579,0.6491666666666667
2024-07-27,Tom Aspinall,Curtis Blaydes,W,0.7368421052631579,0.4545454545454545,0,0,Orthodox,Orthodox,0.7368421052631579,0.4166666666666667,0.0,0.0,3.0,-5.079999999999984,31,33,0.55,0.27,1.0,1.0,1.0,0.8783333333333334,0.3333333333333333,0.40985088985088985,0.6996959486106773,0.5018991377836063,0.7067388244471577,0.5537558895855819,0.7288888888888888,0.5566666666666666
2024-07-13,Santiago Ponzinibbio,Muslim Salikhov,L,0.3504273504273504,0.3801652892561983,0,0,Orthodox,Orthodox,0.3559322033898305,0.4726027397260274,0.4,0.0,3.0,7.6200000000000045,38,40,0.62,0.65,1.0,0.6,0.8117647058823529,0.89,0.10784313725490195,0.23749999999999996,0.4379571675707126,0.48289831910996206,0.44736052482977495,0.4997633772574959,0.6,0.6691666666666666
2024-06-29,Dan Ige,Diego Lopes,L,0.5454545454545454,0.49,0,1,Orthodox,Orthodox,0.6504854368932039,0.6293706293706294,0.0,0.3333333333333333,-10.0,-2.539999999999992,33,29,0.51,0.4599999999999999,0.6699999999999999,1.0,0.7770588235294118,0.6074999999999999,0.2797349709114415,0.0,0.46493817550565425,0.5177385265700483,0.49498139799481,0.5340398761130468,0.5323529411764705,0.585
2024-04-27,Ryan Spann,Bogdan Guskov,L,0.3947368421052631,0.6458333333333334,1,0,Orthodox,Orthodox,0.4545454545454545,0.7313432835820896,0.3333333333333333,0.0,6.0,7.6200000000000045,33,32,0.36,0.61,1.0,0.6699999999999999,0.6653846153846155,0.5,0.21428571428571427,0.0,0.4445273134919473,0.3324137931034483,0.4579341115725247,0.4692760942760943,0.5292307692307692,0.3949999999999999
2024-04-13,Zhang Weili,Yan Xiaonan,W,0.6751592356687898,0.5058823529411764,2,0,Switch,Orthodox,0.7828746177370031,0.6293103448275862,0.6666666666666666,1.0,-2.0,0.0,35,35,0.5,0.3299999999999999,0.0,0.3399999999999999,0.875,0.8145454545454546,0.3020021645021645,0.2878787878787879,0.5802114975551864,0.4781062816074344,0.6214191001604742,0.5465501802974226,0.5589999999999999,0.5781818181818182
2024-03-16,Bryan Battle,Ange Loosa,NC,0.36,0.4259259259259259,0,0,Orthodox,Orthodox,0.358974358974359,0.4482758620689655,0.5,0.0,7.0,7.6200000000000045,29,31,0.5800000000000001,0.64,1.0,0.5,0.7066666666666666,1.0,0.2708333333333333,0.275,0.48206330772437617,0.47960017173581826,0.5628797208538588,0.5217549791702334,0.49,0.505
2024-06-22,Sergei Pavlovich,Alexander Volkov,L,0.3432835820895522,0.5220125786163522,0,0,Southpaw,Orthodox,0.3432835820895522,0.51875,0.0,0.0,-11.0,10.160000000000023,32,36,0.48,0.6599999999999999,1.0,1.0,0.9444444444444444,0.8747058823529411,0.0,0.23529411764705882,0.4338240194701396,0.6050895164440417,0.4453631692021785,0.6404162402839394,0.4933333333333333,0.5905882352941176
2024-06-08,Dominick Reyes,Dustin Jacoby,W,0.6060606060606061,0.375,0,0,Southpaw,Orthodox,0.6060606060606061,0.375,0.0,0.0,3.0,2.5400000000000205,34,36,0.63,0.4,1.0,1.0,0.7630769230769231,0.7176923076923077,0.23076923076923078,0.07692307692307691,0.5413950693768742,0.46084464708955236,0.5548409615495479,0.48855931301652034,0.5146153846153846,0.6
2024-05-04,Jose Aldo,Jonathan Martinez,W,0.5539568345323741,0.4406779661016949,0,0,Orthodox,Southpaw,0.5804597701149425,0.5298013245033113,0.5,0.0,-3.0,0.0,38,30,0.56,0.4499999999999999,1.0,0.5,0.8995454545454545,0.78,0.10858585858585858,0.21428571428571427,0.45929454747629034,0.5134963625295212,0.4926430660033018,0.5310334635729851,0.5736363636363636,0.5650000000000001
2024-03-09,Dustin Poirier,Benoit Saint Denis,W,0.8235294117647058,0.6756756756756757,4,1,Southpaw,Southpaw,0.8108108108108109,0.711340206185567,0.0,0.4285714285714285,-5.0,-2.5400000000000205,35,28,0.3299999999999999,0.18,0.5800000000000001,1.0,0.740625,0.62,0.25985863095238093,0.36916099773242633,0.5098133129110826,0.559908844876862,0.5533841681422819,0.6581219083476882,0.5421875,0.4357142857142856
