date,red_fighter,blue_fighter,winner,red_sig_str_percent,blue_sig_str_percent,red_sub_att,blue_sub_att,red_stance,blue_stance,red_total_str_percent,blue_total_str_percent,red_td_percent,blue_td_percent,height_diff,reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_td_defence_percent,blue_td_defence_percent
2024-04-13,King Green,Jim Miller,W,0.5830721003134797,0.3958333333333333,0,0,Orthodox,Southpaw,0.584375,0.4,1.0,0.0,5.0,0.0,38,41,0.61,0.42000000000000004,1.0,0.0
2024-06-08,Eduarda Moura,Denise Gomes,L,0.3829787234042553,0.5681818181818182,0,1,Orthodox,Orthodox,0.4090909090909091,0.7445652173913043,0.19230769230769232,0.0,11.0,7.6200000000000045,30,24,0.43999999999999995,0.62,1.0,0.81
2024-06-29,Rei Tsuruya,Carlos Hernandez,W,0.53125,0.5,0,0,Orthodox,Orthodox,0.7469879518072289,0.5777777777777777,0.375,0.5,-5.0,2.539999999999992,22,31,0.5,0.47,0.5,0.63
2024-03-09,Robelis Despaigne,Josh Parisian,W,0.7777777777777778,0.4,0,0,Orthodox,Orthodox,0.7777777777777778,0.4,0.0,0.0,8.0,12.700000000000017,35,35,0.6,0.22999999999999998,1.0,1.0
2024-05-04,Ismael Bonfim,Vinc Pichel,W,0.5138888888888888,0.4295774647887324,0,0,Orthodox,Orthodox,0.5161290322580645,0.43537414965986393,0.5,0.5,-5.0,-2.539999999999992,28,41,0.5800000000000001,0.49,0.5,0.5
2024-07-27,Shauna Bannon,Alice Ardelean,W,0.4556213017751479,0.5428571428571428,0,0,Switch,Orthodox,0.5992063492063492,0.5755395683453237,0.0,0.5,5.0,7.6200000000000045,31,32,0.45999999999999996,0.55,0.5,1.0
2024-04-27,Gabriel Benitez,Maheshate,L,0.4101694915254237,0.3108974358974359,0,0,Southpaw,Orthodox,0.40878378378378377,0.3108974358974359,0.0,0.0,-10.0,0.0,36,24,0.69,0.5900000000000001,1.0,1.0
2024-03-16,Charalampos Grigoriou,Chad Anheliger,L,0.3230769230769231,0.5483870967741935,0,0,Orthodox,Orthodox,0.37142857142857144,0.6545454545454545,0.8,0.0,2.0,7.6200000000000045,32,37,0.45999999999999996,0.6799999999999999,1.0,0.19999999999999996
2024-04-13,Deiveson Figueiredo,Cody Garbrandt,W,0.6842105263157895,0.5161290322580645,2,0,Orthodox,Orthodox,0.7777777777777778,0.5454545454545454,0.2,0.0,-8.0,7.6200000000000045,36,33,0.49,0.31999999999999995,1.0,0.8
2024-06-08,Cody Stamann,Taylor Lapilus,L,0.4125874125874126,0.5555555555555556,0,0,Orthodox,Southpaw,0.4266666666666667,0.5631578947368421,0.16666666666666666,0.0,0.0,-22.860000000000014,35,32,0.44999999999999996,0.5900000000000001,1.0,0.84
2024-06-29,Ricky Simon,Vinicius Oliveira,L,0.4375,0.4050632911392405,0,0,Orthodox,Switch,0.4489795918367347,0.4050632911392405,0.18181818181818182,1.0,-7.0,-2.5400000000000205,32,29,0.6,0.5700000000000001,0.0,0.8200000000000001
2024-03-09,CJ Vergara,Asu Almabayev,L,0.5471698113207547,0.5714285714285714,0,0,Orthodox,Orthodox,0.717391304347826,0.6439393939393939,0.0,0.6428571428571429,5.0,7.6200000000000045,33,30,0.43000000000000005,0.45999999999999996,0.36,1.0
2024-05-04,Alessandro Costa,Kevin Borjas,W,0.5348837209302325,0.32142857142857145,0,0,Orthodox,Orthodox,0.5769230769230769,0.32142857142857145,0.0,0.0,-2.0,-2.539999999999992,28,26,0.6799999999999999,0.47,1.0,1.0
2024-06-08,Rayanne dos Santos,Puja Tomar,L,0.56,0.47738693467336685,0,0,Orthodox,Southpaw,0.5657894736842105,0.4876847290640394,0.0,0.0,-6.0,7.619999999999976,29,31,0.53,0.43999999999999995,1.0,1.0
2024-03-09,Joanne Wood,Maryna Moroz,W,0.5461847389558233,0.5230769230769231,0,0,Orthodox,Orthodox,0.596551724137931,0.611764705882353,1.0,0.5,-2.0,-5.0800000000000125,38,33,0.48,0.45999999999999996,0.5,0.0
