date,location,weight_class,title_bout,winner,red_Fighter,blue_Fighter,red_KD,blue_KD,red_Sig. str. %,blue_Sig. str. %,red_Td %,blue_Td %,red_Sub. att,blue_Sub. att,red_Rev.,blue_Rev.,red_Ctrl,blue_Ctrl,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str. Acc.,red_SApM,red_Str. Def,red_TD Avg.,red_TD Acc.,red_TD Def.,red_Sub. Avg.,red_record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str. Acc.,blue_SApM,blue_Str. Def,blue_TD Avg.,blue_TD Acc.,blue_TD Def.,blue_Sub. Avg.,blue_record,red_Sig. str._attempted,red_Sig. str._landed,red_Sig. str._percent,blue_Sig. str._attempted,blue_Sig. str._landed,blue_Sig. str._percent,red_Total str._attempted,red_Total str._landed,red_Total str._percent,blue_Total str._attempted,blue_Total str._landed,blue_Total str._percent,red_Td_attempted,red_Td_landed,red_Td_percent,blue_Td_attempted,blue_Td_landed,blue_Td_percent,Height_diff,Reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_takedowns_defence_percent,blue_takedowns_defence_percent
2020-01-18,"Las Vegas, Nevada, USA",Lightweight,N,L,Anthony Pettis,Diego Ferreira,0,0,0.48,0.47,0.0,0.42,0,1,0,0,0:00,3:54,178.0,155 lbs.,182.88,Orthodox,1987-01-27,3.05,47%,3.44,54%,0.61,50%,60%,1.1, 24-10-0,175.0,155 lbs.,187.96,Orthodox,1985-01-18,4.66,37%,3.42,56%,0.71,22%,63%,0.7, 18-5-0,45.0,22.0,0.4888888888888889,53.0,25.0,0.4716981132075472,51.0,28.0,0.5490196078431373,74.0,43.0,0.581081081081081,0.0,0.0,0.0,7.0,3.0,0.42857142857142855,3.0,-5.0800000000000125,33,35,0.53,0.52,0.5800000000000001,1.0
2020-01-18,"Las Vegas, Nevada, USA",Women's Flyweight,N,W,Roxanne Modafferi,Maycee Barber,1,0,0.44,0.51,1.0,0.0,0,1,1,3,10:30,2:16,170.0,125 lbs.,175.26,Orthodox,1982-09-24,3.35,30%,5.7,51%,1.35,23%,30%,0.1, 25-21-0,165.0,125 lbs.,165.1,Switch,1998-05-18,4.27,51%,2.63,54%,1.23,37%,47%,0.1, 12-2-0,43.0,19.0,0.4418604651162791,31.0,16.0,0.5161290322580645,155.0,112.0,0.7225806451612903,45.0,25.0,0.5555555555555556,1.0,1.0,1.0,0.0,0.0,0.0,5.0,10.159999999999997,37,22,0.49,0.56,1.0,0.0
2020-01-18,"Las Vegas, Nevada, USA",Featherweight,N,L,Andre Fili,Sodiq Yusuff,0,0,0.33,0.47,0.42,0.0,0,1,0,1,2:03,4:15,180.0,145 lbs.,187.96,Orthodox,1990-06-25,3.83,37%,4.03,52%,2.38,49%,69%,0.3, 22-9-0 (1 NC),175.0,145 lbs.,180.34,Orthodox,1993-05-19,5.29,49%,3.65,57%,0.18,12%,70%,0.6, 13-2-0,145.0,49.0,0.33793103448275863,155.0,73.0,0.47096774193548385,152.0,56.0,0.3684210526315789,177.0,90.0,0.5084745762711864,7.0,3.0,0.42857142857142855,0.0,0.0,0.0,5.0,7.6200000000000045,30,27,0.53,0.6699999999999999,1.0,0.5800000000000001
2020-01-18,"Las Vegas, Nevada, USA",Flyweight,N,L,Tim Elliott,Askar Askarov,0,0,0.42,0.48,0.27,0.0,0,0,0,0,2:02,4:05,170.0,125 lbs.,167.64000000000001,Southpaw,1986-12-24,3.58,44%,2.86,56%,3.73,44%,61%,1.0, 19-12-1,168.0,125 lbs.,170.18,Orthodox,1992-10-09,3.05,54%,2.8,57%,2.6,24%,66%,0.4, 14-1-1,111.0,47.0,0.42342342342342343,150.0,73.0,0.4866666666666667,157.0,86.0,0.5477707006369427,173.0,96.0,0.5549132947976878,11.0,3.0,0.2727272727272727,7.0,0.0,0.0,2.0,-2.539999999999992,33,27,0.52,0.5800000000000001,1.0,0.73
2020-01-18,"Las Vegas, Nevada, USA",Lightweight,N,W,Drew Dober,Nasrat Haqparast,1,0,0.5,0.63,0.0,0.0,0,0,0,0,0:06,0:00,173.0,155 lbs.,177.8,Southpaw,1988-10-19,4.48,39%,4.5,51%,0.69,17%,56%,0.1, 26-12-0 (1 NC),178.0,155 lbs.,182.88,Southpaw,1995-08-22,5.06,44%,4.72,65%,0.36,30%,78%,0.0, 14-5-0,26.0,13.0,0.5,11.0,7.0,0.6363636363636364,26.0,13.0,0.5,11.0,7.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0,-5.0,-5.079999999999984,31,24,0.37,0.5,1.0,1.0
2020-01-18,"Las Vegas, Nevada, USA",Light Heavyweight,N,W,Aleksa Camur,Justin Ledet,0,0,0.48,0.33,0.5,0.0,0,0,0,0,0:00,1:14,185.0,205 lbs.,187.96,Orthodox,1995-09-25,4.78,59%,3.15,60%,0.59,25%,50%,0.0, 6-2-0,193.0,205 lbs.,203.2,Orthodox,1988-09-28,3.35,39%,4.82,49%,0.23,50%,42%,0.2, 9-4-0 (1 NC),165.0,80.0,0.48484848484848486,131.0,44.0,0.33587786259541985,174.0,88.0,0.5057471264367817,148.0,60.0,0.40540540540540543,2.0,1.0,0.5,0.0,0.0,0.0,-8.0,-15.23999999999998,24,31,0.6699999999999999,0.52,1.0,0.5
2020-01-18,"Las Vegas, Nevada, USA",Women's Flyweight,N,W,Sabina Mazo,JJ Aldrich,0,0,0.36,0.4,0.0,0.0,0,0,0,0,2:01,0:03,170.0,125 lbs.,177.8,Orthodox,1997-03-25,6.1,43%,4.35,57%,0.65,80%,59%,0.2, 9-4-0,165.0,125 lbs.,170.18,Southpaw,1992-09-29,3.98,45%,4.74,59%,0.82,25%,70%,0.0, 11-6-0,323.0,118.0,0.3653250773993808,144.0,58.0,0.4027777777777778,327.0,121.0,0.37003058103975534,156.0,69.0,0.4423076923076923,0.0,0.0,0.0,0.0,0.0,0.0,5.0,7.6200000000000045,23,27,0.6,0.64,1.0,1.0
2019-12-21,"Busan, South Korea",Featherweight,N,L,Frankie Edgar,Chan Sung Jung,0,1,0.64,0.76,0.0,0.0,0,0,0,0,2:12,0:00,168.0,135 lbs.,172.72,Orthodox,1981-10-16,3.77,40%,2.82,65%,2.29,31%,65%,0.3, 23-11-1,170.0,145 lbs.,182.88,Orthodox,1987-03-17,3.97,42%,4.35,52%,0.74,47%,72%,0.7, 17-7-0,14.0,9.0,0.6428571428571429,60.0,46.0,0.7666666666666667,14.0,9.0,0.6428571428571429,97.0,79.0,0.8144329896907216,2.0,0.0,0.0,0.0,0.0,0.0,-2.0,-10.159999999999997,38,33,0.24,0.36,1.0,1.0
2019-12-21,"Busan, South Korea",Light Heavyweight,N,W,Volkan Oezdemir,Aleksandar Rakic,0,0,0.43,0.51,0.0,0.11,0,1,0,0,0:32,2:38,188.0,205 lbs.,190.5,Orthodox,1989-09-19,4.53,47%,3.97,55%,0.47,28%,80%,0.0, 18-7-0,193.0,205 lbs.,198.12,Orthodox,1992-02-06,4.01,50%,2.3,53%,0.82,25%,90%,0.2, 14-3-0,144.0,63.0,0.4375,147.0,75.0,0.5102040816326531,199.0,118.0,0.592964824120603,162.0,87.0,0.5370370370370371,0.0,0.0,0.0,9.0,1.0,0.1111111111111111,-5.0,-7.6200000000000045,30,28,0.49,0.5700000000000001,0.89,1.0
2019-12-21,"Busan, South Korea",Featherweight,N,L,Dooho Choi,Charles Jourdain,1,2,0.44,0.49,0.0,0.0,0,0,0,0,1:08,0:21,178.0,145 lbs.,177.8,Orthodox,1991-04-10,4.74,53%,4.91,54%,0.29,20%,50%,0.0, 14-4-1,175.0,145 lbs.,175.26,Switch,1995-11-27,5.78,49%,4.3,57%,0.1,16%,48%,0.4, 14-6-1,94.0,42.0,0.44680851063829785,129.0,64.0,0.49612403100775193,96.0,44.0,0.4583333333333333,140.0,75.0,0.5357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.5400000000000205,29,24,0.51,0.56,1.0,1.0
2019-12-21,"Busan, South Korea",Light Heavyweight,N,W,Da Woon Jung,Mike Rodriguez,1,0,0.5,0.5,0.0,0.0,0,0,0,0,0:02,0:00,193.0,205 lbs.,198.12,Orthodox,1993-12-07,3.39,42%,3.53,52%,2.1,50%,80%,0.2, 15-4-1,193.0,205 lbs.,208.28,Southpaw,1988-11-28,4.35,53%,4.24,41%,0.0,0%,37%,0.0, 11-7-0 (1 NC),10.0,5.0,0.5,8.0,4.0,0.5,10.0,5.0,0.5,8.0,4.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10.159999999999997,26,31,0.5,0.5,1.0,1.0
2019-12-21,"Busan, South Korea",Middleweight,N,W,JunYong Park,Marc-Andre Barriault,0,0,0.41,0.31,0.5,0.0,0,0,0,0,3:28,0:07,178.0,185 lbs.,185.42000000000002,Orthodox,1991-02-27,4.92,51%,3.71,53%,2.33,51%,70%,0.8, 16-5-0,185.0,185 lbs.,187.96,Orthodox,1990-02-18,5.9,47%,5.18,54%,0.28,25%,62%,0.1, 15-6-0 (1 NC),187.0,77.0,0.4117647058823529,160.0,51.0,0.31875,193.0,83.0,0.43005181347150256,166.0,57.0,0.3433734939759036,10.0,5.0,0.5,2.0,0.0,0.0,-7.0,-2.539999999999992,29,30,0.69,0.5900000000000001,1.0,0.5
2019-12-21,"Busan, South Korea",Bantamweight,N,W,Kyung Ho Kang,Pingyuan Liu,0,0,0.5,0.47,0.42,0.0,0,0,0,0,12:23,0:17,175.0,135 lbs.,185.42000000000002,Orthodox,1987-09-09,2.99,48%,2.87,58%,2.0,55%,70%,0.8, 18-9-0 (1 NC),168.0,135 lbs.,182.88,Orthodox,1993-02-13,2.36,33%,2.99,54%,0.25,20%,56%,1.0, 13-7-0,40.0,20.0,0.5,53.0,25.0,0.4716981132075472,153.0,108.0,0.7058823529411765,149.0,114.0,0.7651006711409396,7.0,3.0,0.42857142857142855,0.0,0.0,0.0,7.0,2.5400000000000205,32,27,0.53,0.5,1.0,0.5800000000000001
2019-12-21,"Busan, South Korea",Heavyweight,N,W,Ciryl Gane,Tanner Boser,0,0,0.4,0.3,0.0,0.0,0,0,0,0,0:00,0:00,193.0,245 lbs.,205.74,Orthodox,1990-04-12,5.08,59%,2.25,62%,0.61,21%,45%,0.5, 11-2-0,188.0,205 lbs.,190.5,Orthodox,1991-08-02,4.17,51%,2.47,60%,0.0,0%,61%,0.0, 20-10-1,160.0,65.0,0.40625,104.0,32.0,0.3076923076923077,160.0,65.0,0.40625,104.0,32.0,0.3076923076923077,1.0,0.0,0.0,0.0,0.0,0.0,5.0,15.240000000000009,30,28,0.7,0.6,1.0,1.0
2019-12-21,"Busan, South Korea",Featherweight,N,W,SeungWoo Choi,Suman Mokhtarian,1,0,0.5,0.41,0.0,0.0,0,0,0,0,6:49,0:29,183.0,145 lbs.,187.96,Orthodox,1992-11-03,3.43,37%,3.19,45%,0.85,50%,66%,0.0, 10-6-0,173.0,145 lbs.,182.88,Orthodox,1992-06-13,2.21,43%,6.85,48%,0.0,0%,0%,0.0, 8-5-0,187.0,95.0,0.5080213903743316,79.0,33.0,0.4177215189873418,254.0,158.0,0.6220472440944882,115.0,67.0,0.5826086956521739,0.0,0.0,0.0,1.0,0.0,0.0,10.0,5.0800000000000125,27,28,0.5900000000000001,0.5,1.0,1.0
2019-12-21,"Busan, South Korea",Lightweight,N,L,Dong Hyun Ma,Omar Morales,0,1,0.26,0.35,0.0,1.0,0,0,0,0,0:00,6:05,180.0,155 lbs.,177.8,Orthodox,1988-09-09,2.84,41%,4.1,54%,1.27,53%,33%,0.0, 16-11-3,180.0,155 lbs.,185.42000000000002,Orthodox,1985-10-17,3.42,40%,3.18,58%,0.46,100%,63%,0.0, 11-4-0,56.0,15.0,0.26785714285714285,89.0,32.0,0.3595505617977528,63.0,21.0,0.3333333333333333,123.0,60.0,0.4878048780487805,0.0,0.0,0.0,1.0,1.0,1.0,0.0,-7.6200000000000045,31,34,0.65,0.74,0.0,1.0
2019-12-21,"Busan, South Korea",Flyweight,N,W,Alexandre Pantoja,Matt Schnell,1,0,0.54,0.38,1.0,0.0,0,0,0,0,1:14,0:00,165.0,125 lbs.,170.18,Orthodox,1990-04-16,4.25,48%,3.38,54%,1.37,40%,67%,1.2, 25-5-0,173.0,125 lbs.,177.8,Orthodox,1990-01-15,4.24,39%,4.46,55%,0.63,44%,46%,1.1, 16-7-0 (1 NC),62.0,34.0,0.5483870967741935,52.0,20.0,0.38461538461538464,64.0,36.0,0.5625,68.0,35.0,0.5147058823529411,1.0,1.0,1.0,1.0,0.0,0.0,-8.0,-7.6200000000000045,30,30,0.62,0.45999999999999996,1.0,0.0
2019-12-21,"Busan, South Korea",Bantamweight,N,W,Raoni Barcelos,Said Nurmagomedov,0,0,0.42,0.31,0.4,0.0,0,0,0,0,2:39,0:14,170.0,135 lbs.,170.18,Orthodox,1987-05-01,5.69,52%,5.06,61%,1.63,41%,93%,0.4, 17-4-0,173.0,135 lbs.,177.8,Orthodox,1992-04-05,3.54,47%,2.15,56%,1.03,16%,65%,1.2, 17-3-0,100.0,42.0,0.42,172.0,55.0,0.31976744186046513,112.0,52.0,0.4642857142857143,200.0,77.0,0.385,5.0,2.0,0.4,2.0,0.0,0.0,-3.0,-7.6200000000000045,33,28,0.69,0.5800000000000001,1.0,0.6
2019-12-21,"Busan, South Korea",Women's Strawweight,N,L,Miranda Granger,Amanda Lemos,0,0,0.5,0.66,0.0,1.0,0,1,0,0,0:06,2:20,170.0,115 lbs.,172.72,Orthodox,1992-04-13,2.79,47%,2.57,57%,0.0,0%,33%,0.0, 7-3-0,163.0,115 lbs.,165.1,Southpaw,1987-05-22,4.51,57%,3.97,50%,1.12,55%,81%,0.7, 13-2-1,8.0,4.0,0.5,12.0,8.0,0.6666666666666666,9.0,5.0,0.5555555555555556,18.0,14.0,0.7777777777777778,0.0,0.0,0.0,1.0,1.0,1.0,7.0,7.6200000000000045,28,33,0.33999999999999997,0.5,0.0,1.0
2019-12-21,"Busan, South Korea",Bantamweight,N,W,Alatengheili,Ryan Benoit,0,0,0.35,0.53,0.3,0.0,0,0,0,0,3:20,0:00,165.0,135 lbs.,167.64000000000001,Orthodox,1991-12-14,2.94,33%,4.58,61%,1.78,39%,72%,0.0, 16-8-2,165.0,125 lbs.,172.72,Orthodox,1989-08-25,2.88,39%,3.65,58%,0.28,22%,72%,0.4, 10-8-0,131.0,47.0,0.35877862595419846,128.0,68.0,0.53125,160.0,72.0,0.45,145.0,84.0,0.5793103448275863,13.0,4.0,0.3076923076923077,1.0,0.0,0.0,0.0,-5.079999999999984,28,30,0.47,0.65,1.0,0.7
2019-12-14,"Las Vegas, Nevada, USA",UFC Welterweight,Y,W,Kamaru Usman,Colby Covington,2,0,0.48,0.36,0.0,0.0,0,0,0,0,0:11,0:00,183.0,170 lbs.,193.04,Switch,1987-05-11,4.46,52%,2.75,54%,2.96,45%,97%,0.1, 20-3-0,180.0,170 lbs.,182.88,Orthodox,1988-02-22,4.1,39%,3.05,55%,4.05,45%,72%,0.2, 17-3-0,360.0,175.0,0.4861111111111111,395.0,143.0,0.3620253164556962,360.0,175.0,0.4861111111111111,395.0,143.0,0.3620253164556962,0.0,0.0,0.0,0.0,0.0,0.0,3.0,10.159999999999997,33,32,0.64,0.52,1.0,1.0
2019-12-14,"Las Vegas, Nevada, USA",UFC Featherweight,Y,L,Max Holloway,Alexander Volkanovski,0,0,0.44,0.51,0.0,0.0,0,0,0,0,0:02,0:45,180.0,145 lbs.,175.26,Orthodox,1991-12-04,7.16,47%,4.79,59%,0.28,53%,84%,0.3, 24-7-0,168.0,145 lbs.,180.34,Orthodox,1988-09-29,6.35,56%,3.4,59%,1.52,34%,69%,0.2, 25-2-0,303.0,134.0,0.44224422442244227,303.0,157.0,0.5181518151815182,304.0,135.0,0.4440789473684211,303.0,157.0,0.5181518151815182,0.0,0.0,0.0,4.0,0.0,0.0,12.0,-5.0800000000000125,28,31,0.49,0.56,1.0,1.0
2019-12-14,"Las Vegas, Nevada, USA",UFC Women's Bantamweight,Y,W,Amanda Nunes,Germaine de Randamie,0,0,0.42,0.54,0.72,0.0,2,1,0,0,18:30,1:39,173.0,135 lbs.,175.26,Orthodox,1988-05-30,4.4,51%,2.75,55%,2.61,56%,82%,0.8, 22-5-0,175.0,135 lbs.,180.34,Orthodox,1984-04-24,2.72,46%,2.14,65%,0.0,0%,69%,0.4, 10-4-0,184.0,79.0,0.42934782608695654,73.0,40.0,0.547945205479452,337.0,199.0,0.5905044510385756,175.0,126.0,0.72,11.0,8.0,0.7272727272727273,0.0,0.0,0.0,-2.0,-5.0800000000000125,32,36,0.45999999999999996,0.5800000000000001,1.0,0.28
2019-12-14,"Las Vegas, Nevada, USA",Bantamweight,N,W,Marlon Moraes,Jose Aldo,0,0,0.43,0.39,0.5,0.0,0,0,0,0,0:21,0:00,168.0,135 lbs.,170.18,Orthodox,1988-04-26,3.37,40%,4.53,54%,0.87,41%,46%,0.3, 23-10-1,170.0,135 lbs.,177.8,Orthodox,1986-09-09,3.57,46%,3.74,60%,0.49,54%,91%,0.1, 31-8-0,137.0,59.0,0.4306569343065693,147.0,58.0,0.3945578231292517,137.0,59.0,0.4306569343065693,152.0,63.0,0.4144736842105263,2.0,1.0,0.5,0.0,0.0,0.0,-2.0,-7.6200000000000045,32,33,0.61,0.5700000000000001,1.0,0.5
2019-12-14,"Las Vegas, Nevada, USA",Bantamweight,N,W,Petr Yan,Urijah Faber,3,0,0.5,0.23,1.0,0.0,0,0,0,0,1:26,0:16,170.0,135 lbs.,170.18,Switch,1993-02-11,5.03,53%,4.26,59%,1.71,52%,85%,0.1, 16-5-0,168.0,135 lbs.,170.18,Orthodox,1979-05-14,2.65,40%,2.59,64%,1.54,30%,58%,0.8, 35-11-0,108.0,54.0,0.5,76.0,18.0,0.23684210526315788,116.0,62.0,0.5344827586206896,86.0,28.0,0.32558139534883723,2.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,27,41,0.77,0.5,1.0,0.0
2019-12-14,"Las Vegas, Nevada, USA",Welterweight,N,W,Geoff Neal,Mike Perry,1,0,0.65,0.5,0.0,0.0,0,0,0,0,0:02,0:00,180.0,170 lbs.,190.5,Southpaw,1990-08-28,5.22,50%,5.6,58%,0.51,44%,87%,0.1, 15-5-0,178.0,170 lbs.,180.34,Orthodox,1991-09-15,4.32,47%,5.16,52%,0.81,40%,78%,0.2, 14-8-0,23.0,15.0,0.6521739130434783,10.0,5.0,0.5,23.0,15.0,0.6521739130434783,10.0,5.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,2.0,10.159999999999997,29,28,0.5,0.35,1.0,1.0
2019-12-14,"Las Vegas, Nevada, USA",Women's Bantamweight,N,L,Ketlen Vieira,Irene Aldana,0,1,0.26,0.36,0.0,0.0,0,0,0,0,0:00,0:02,173.0,135 lbs.,172.72,Orthodox,1991-08-26,3.24,41%,4.16,51%,1.36,40%,92%,0.4, 13-3-0,175.0,135 lbs.,172.72,Orthodox,1988-03-26,5.39,39%,5.71,60%,0.2,50%,81%,0.3, 14-6-0,76.0,20.0,0.2631578947368421,71.0,26.0,0.36619718309859156,76.0,20.0,0.2631578947368421,71.0,26.0,0.36619718309859156,0.0,0.0,0.0,0.0,0.0,0.0,-2.0,0.0,28,32,0.64,0.74,1.0,1.0
2019-12-14,"Las Vegas, Nevada, USA",Middleweight,N,L,Ian Heinisch,Omari Akhmedov,0,0,0.51,0.33,0.3,0.5,0,0,0,0,2:30,1:33,180.0,185 lbs.,182.88,Orthodox,1988-08-05,3.25,50%,2.98,59%,1.02,17%,59%,0.7, 14-5-0,183.0,185 lbs.,185.42000000000002,Orthodox,1987-10-12,2.97,34%,2.84,55%,2.58,45%,65%,0.2, 21-6-1,103.0,53.0,0.5145631067961165,166.0,55.0,0.3313253012048193,121.0,70.0,0.5785123966942148,180.0,69.0,0.38333333333333336,10.0,3.0,0.3,4.0,2.0,0.5,-3.0,-2.5400000000000205,31,32,0.6699999999999999,0.49,0.5,0.7
2019-12-14,"Las Vegas, Nevada, USA",Welterweight,N,W,Matt Brown,Ben Saunders,0,0,0.63,0.52,0.66,0.0,0,4,0,0,7:33,0:10,183.0,170 lbs.,190.5,Orthodox,1981-01-10,3.76,55%,2.92,55%,1.68,46%,63%,1.3, 26-19-0,188.0,170 lbs.,195.58,Orthodox,1983-04-13,3.23,50%,3.58,51%,0.2,40%,66%,1.3, 22-13-2,47.0,30.0,0.6382978723404256,23.0,12.0,0.5217391304347826,59.0,40.0,0.6779661016949152,49.0,38.0,0.7755102040816326,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,-5.0,-5.0800000000000125,39,37,0.48,0.37,1.0,0.33999999999999997
2019-12-14,"Las Vegas, Nevada, USA",Featherweight,N,W,Chase Hooper,Daniel Teymur,0,0,0.55,0.33,0.33,0.0,2,1,0,0,3:14,0:40,185.0,155 lbs.,187.96,Southpaw,1999-09-13,5.0,51%,3.67,36%,1.47,22%,50%,2.1, 12-3-1,165.0,145 lbs.,175.26,Orthodox,1988-02-03,3.08,46%,3.93,56%,0.56,18%,60%,0.3, 7-4-0,36.0,20.0,0.5555555555555556,6.0,2.0,0.3333333333333333,70.0,37.0,0.5285714285714286,6.0,2.0,0.3333333333333333,3.0,1.0,0.3333333333333333,0.0,0.0,0.0,20.0,12.700000000000017,20,32,0.6699999999999999,0.44999999999999996,1.0,0.6699999999999999
2019-12-14,"Las Vegas, Nevada, USA",Flyweight,N,W,Brandon Moreno,Kai Kara-France,0,0,0.32,0.35,0.0,0.0,0,0,0,0,0:00,0:00,170.0,125 lbs.,177.8,Orthodox,1993-12-07,3.55,40%,3.19,56%,1.8,45%,67%,0.6, 21-6-2,163.0,125 lbs.,175.26,Orthodox,1993-03-26,4.7,40%,3.57,64%,0.51,25%,87%,0.0, 24-10-0 (1 NC),276.0,91.0,0.32971014492753625,231.0,82.0,0.354978354978355,276.0,91.0,0.32971014492753625,231.0,82.0,0.354978354978355,0.0,0.0,0.0,0.0,0.0,0.0,7.0,2.5400000000000205,26,27,0.65,0.6799999999999999,1.0,1.0
2019-12-14,"Las Vegas, Nevada, USA",Women's Flyweight,N,W,Jessica Eye,Viviane Araujo,0,0,0.5,0.45,0.0,0.28,0,0,0,0,0:13,1:43,168.0,125 lbs.,167.64000000000001,Orthodox,1986-07-27,3.86,37%,4.19,55%,0.58,40%,57%,0.5, 15-11-0 (1 NC),163.0,125 lbs.,172.72,Orthodox,1986-11-21,4.63,47%,5.45,55%,1.81,48%,82%,0.6, 11-5-0,196.0,98.0,0.5,122.0,56.0,0.45901639344262296,198.0,100.0,0.5050505050505051,135.0,69.0,0.5111111111111111,1.0,0.0,0.0,7.0,2.0,0.2857142857142857,5.0,-5.079999999999984,33,33,0.55,0.5,0.72,1.0
2019-12-14,"Las Vegas, Nevada, USA",Middleweight,N,W,Punahele Soriano,Oskar Piechota,2,0,0.59,0.47,1.0,0.0,0,0,0,1,1:14,0:18,180.0,185 lbs.,182.88,Southpaw,1992-11-22,4.04,45%,4.22,48%,0.9,40%,30%,0.0, 9-3-0,183.0,185 lbs.,193.04,Southpaw,1990-01-24,3.3,52%,3.93,51%,0.61,40%,38%,1.5, 11-3-1 (1 NC),44.0,26.0,0.5909090909090909,17.0,8.0,0.47058823529411764,46.0,26.0,0.5652173913043478,20.0,11.0,0.55,1.0,1.0,1.0,0.0,0.0,0.0,-3.0,-10.159999999999997,27,30,0.53,0.41000000000000003,1.0,0.0
2019-12-07,"Washington, DC, USA",Heavyweight,N,L,Alistair Overeem,Jairzinho Rozenstruik,0,1,0.7,0.42,0.2,0.0,0,0,0,0,8:21,0:06,193.0,265 lbs.,203.2,Orthodox,1980-05-17,3.67,64%,2.44,57%,1.42,55%,73%,0.8, 47-19-0 (1 NC),188.0,242 lbs.,198.12,Orthodox,1988-03-17,2.81,45%,3.15,45%,0.0,0%,73%,0.0, 13-5-0,105.0,74.0,0.7047619047619048,209.0,89.0,0.4258373205741627,135.0,101.0,0.7481481481481481,229.0,109.0,0.4759825327510917,10.0,2.0,0.2,0.0,0.0,0.0,5.0,5.079999999999984,40,32,0.5800000000000001,0.30000000000000004,1.0,0.8
2019-12-07,"Washington, DC, USA",Women's Strawweight,N,D,Marina Rodriguez,Cynthia Calvillo,0,0,0.4,0.6,0.0,0.75,0,0,0,0,0:02,5:04,168.0,115 lbs.,165.1,Orthodox,1987-04-29,4.58,47%,2.94,56%,0.17,33%,64%,0.2, 16-3-2,163.0,125 lbs.,162.56,Orthodox,1987-07-13,4.41,38%,4.12,64%,1.8,44%,77%,0.8, 9-6-1,140.0,56.0,0.4,130.0,78.0,0.6,145.0,61.0,0.4206896551724138,173.0,112.0,0.6473988439306358,0.0,0.0,0.0,4.0,3.0,0.75,5.0,2.539999999999992,33,32,0.4,0.6,0.25,1.0
2019-12-07,"Washington, DC, USA",Heavyweight,N,L,Stefan Struve,Ben Rothwell,0,1,0.68,0.57,0.0,0.0,0,0,0,0,0:03,4:38,211.0,265 lbs.,213.36,Orthodox,1988-02-18,3.12,47%,4.04,46%,0.56,46%,55%,1.7, 33-13-0,193.0,265 lbs.,198.12,Orthodox,1981-10-17,3.71,42%,4.63,47%,0.68,34%,70%,0.4, 39-14-0,77.0,53.0,0.6883116883116883,101.0,58.0,0.5742574257425742,87.0,63.0,0.7241379310344828,114.0,71.0,0.6228070175438597,1.0,0.0,0.0,1.0,0.0,0.0,18.0,15.240000000000009,32,38,0.43000000000000005,0.31999999999999995,1.0,1.0
2019-12-07,"Washington, DC, USA",Women's Bantamweight,N,W,Aspen Ladd,Yana Santos,1,0,0.55,0.58,0.66,0.0,0,0,0,1,4:07,3:52,168.0,135 lbs.,167.64000000000001,Orthodox,1995-03-01,3.78,47%,4.65,47%,1.56,47%,62%,0.6, 9-3-0,168.0,135 lbs.,172.72,Orthodox,1989-11-11,3.82,55%,2.81,50%,1.28,53%,45%,0.2, 14-7-0 (1 NC),85.0,47.0,0.5529411764705883,81.0,47.0,0.5802469135802469,137.0,85.0,0.6204379562043796,129.0,92.0,0.7131782945736435,3.0,2.0,0.6666666666666666,0.0,0.0,0.0,0.0,-5.079999999999984,25,30,0.42000000000000004,0.44999999999999996,1.0,0.33999999999999997
2019-12-07,"Washington, DC, USA",Bantamweight,N,D,Cody Stamann,Song Yadong,0,0,0.61,0.28,0.41,0.0,0,0,0,1,6:36,0:57,168.0,135 lbs.,162.56,Orthodox,1989-11-09,4.39,47%,3.63,62%,2.34,39%,76%,0.0, 21-6-1,173.0,135 lbs.,170.18,Orthodox,1997-12-02,4.61,42%,3.77,59%,0.53,55%,72%,0.2, 20-7-1 (1 NC),67.0,41.0,0.6119402985074627,105.0,30.0,0.2857142857142857,150.0,117.0,0.78,127.0,49.0,0.3858267716535433,12.0,5.0,0.4166666666666667,0.0,0.0,0.0,-5.0,-7.6200000000000045,30,22,0.72,0.39,1.0,0.5900000000000001
2019-12-07,"Washington, DC, USA",Bantamweight,N,W,Rob Font,Ricky Simon,0,0,0.44,0.38,1.0,0.37,0,0,0,0,0:11,3:18,173.0,135 lbs.,180.34,Orthodox,1987-06-25,6.46,46%,4.03,56%,1.01,36%,55%,0.4, 20-6-0,168.0,135 lbs.,175.26,Orthodox,1992-08-31,3.01,44%,3.23,62%,5.84,50%,75%,0.4, 20-4-0,202.0,90.0,0.44554455445544555,154.0,59.0,0.38311688311688313,212.0,100.0,0.4716981132075472,161.0,65.0,0.40372670807453415,1.0,1.0,1.0,16.0,6.0,0.375,5.0,5.0800000000000125,32,27,0.62,0.56,0.63,0.0
