date,location,weight_class,title_bout,winner,red_Fighter,blue_Fighter,red_KD,blue_KD,red_Sig. str.,blue_Sig. str.,red_Sig. str. %,blue_Sig. str. %,red_Total str.,blue_Total str.,red_Td,blue_Td,red_Td %,blue_Td %,red_Sub. att,blue_Sub. att,red_Rev.,blue_Rev.,red_Ctrl,blue_Ctrl,red_Height,red_Weight,red_Reach,red_STANCE,red_DOB,red_SLpM,red_Str. Acc.,red_SApM,red_Str. Def,red_TD Avg.,red_TD Acc.,red_TD Def.,red_Sub. Avg.,red_record,blue_Height,blue_Weight,blue_Reach,blue_STANCE,blue_DOB,blue_SLpM,blue_Str. Acc.,blue_SApM,blue_Str. Def,blue_TD Avg.,blue_TD Acc.,blue_TD Def.,blue_Sub. Avg.,blue_record
"June 12, 2021","Glendale, Arizona, USA    ",Featherweight,N,W,Movsar Evloev,Hakeem Dawodu,0,0,42 of 90,39 of 92,46%,42%,193 of 266,60 of 129,9 of 13,0 of 1,69%,0%,2,0,0,1,8:55,0:16,"5' 7""",145 lbs.,"72""",Orthodox,"Feb 11, 1994",4.57,49%,2.74,61%,4.71,50%,71%,0.3, 17-0-0,"5' 8""",145 lbs.,"73""",Orthodox,"Jul 02, 1991",5.33,50%,3.15,57%,0.00,0%,65%,0.0, 13-3-1
"June 12, 2021","Glendale, Arizona, USA    ",Women's Bantamweight,N,W,Pannie Kianzad,Alexis Davis,0,0,124 of 249,132 of 251,49%,52%,124 of 249,147 of 268,0 of 0,1 of 1,---,100%,0,0,0,0,0:05,0:06,"5' 7""",135 lbs.,"66""",Orthodox,"Dec 08, 1991",5.32,49%,4.12,53%,0.40,30%,80%,0.1, 17-6-0,"5' 6""",135 lbs.,"68""",Orthodox,"Oct 04, 1984",4.63,49%,4.45,54%,0.95,44%,34%,0.7, 21-11-0
"June 12, 2021","Glendale, Arizona, USA    ",Lightweight,N,L,Matt Frevola,Terrance McKinney,0,1,0 of 0,4 of 5,---,80%,0 of 0,5 of 7,0 of 0,0 of 0,---,---,0,0,0,0,0:00,0:00,"5' 9""",155 lbs.,"71""",Orthodox,"Jun 11, 1990",3.72,41%,3.56,59%,2.26,36%,42%,0.9, 11-3-1,"5' 10""",155 lbs.,"73""",Switch,"Sep 15, 1994",3.78,48%,2.96,43%,3.41,41%,83%,1.4, 13-5-0
"June 12, 2021","Glendale, Arizona, USA    ",Featherweight,N,L,Chase Hooper,Steven Peterson,0,0,31 of 61,49 of 68,50%,72%,98 of 132,102 of 124,3 of 8,1 of 1,37%,100%,2,2,1,0,2:55,7:57,"6' 1""",155 lbs.,"74""",Southpaw,"Sep 13, 1999",4.04,48%,3.72,34%,1.56,26%,50%,2.3, 11-3-1,"5' 10""",145 lbs.,"70""",Orthodox,"May 29, 1990",4.76,40%,5.94,53%,1.42,26%,64%,0.7, 19-11-0
"June 12, 2021","Glendale, Arizona, USA    ",Lightweight,N,W,Fares Ziam,Luigi Vendramini,0,0,39 of 121,34 of 95,32%,35%,43 of 125,50 of 116,0 of 0,1 of 6,---,16%,0,0,0,0,0:00,3:09,"6' 1""",155 lbs.,"75""",Orthodox,"Mar 21, 1997",2.52,44%,1.70,66%,0.96,25%,70%,0.0, 13-4-0,"5' 8""",155 lbs.,"73""",Orthodox,"Jan 16, 1996",2.82,40%,3.82,57%,1.11,15%,100%,0.6, 9-3-0
"June 12, 2021","Glendale, Arizona, USA    ",Heavyweight,N,W,Carlos Felipe,Jake Collier,0,0,94 of 192,130 of 281,48%,46%,94 of 192,130 of 281,0 of 0,0 of 1,---,0%,0,0,0,0,0:02,0:00,"6' 0""",245 lbs.,"75""",Orthodox,"Jan 12, 1995",4.88,45%,5.60,50%,0.00,0%,72%,0.0, 11-2-0,"6' 3""",230 lbs.,"78""",Orthodox,"Oct 25, 1988",5.81,43%,5.01,50%,0.79,33%,67%,0.5, 13-9-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,W,Jairzinho Rozenstruik,Augusto Sakai,1,0,16 of 29,3 of 14,55%,21%,16 of 29,3 of 14,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,"6' 2""",242 lbs.,"78""",Orthodox,"Mar 17, 1988",2.93,46%,3.23,45%,0.00,0%,75%,0.0, 13-4-0,"6' 3""",265 lbs.,"77""",Orthodox,"May 09, 1991",4.60,49%,3.83,48%,0.23,40%,56%,0.0, 16-5-1
"June 05, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,L,Walt Harris,Marcin Tybura,0,0,23 of 40,4 of 10,57%,40%,23 of 41,59 of 71,0 of 0,1 of 2,---,50%,0,0,0,0,0:06,2:18,"6' 5""",250 lbs.,"77""",Southpaw,"Jun 10, 1983",3.05,39%,3.33,54%,0.29,28%,70%,0.1, 13-10-0 (1 NC),"6' 3""",249 lbs.,"78""",Orthodox,"Nov 09, 1985",3.55,48%,3.31,55%,1.39,33%,79%,0.1, 24-7-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Middleweight,N,W,Roman Dolidze,Laureano Staropoli,0,0,14 of 39,9 of 38,35%,23%,52 of 89,25 of 63,5 of 9,3 of 5,55%,60%,0,0,0,0,9:37,0:50,"6' 2""",185 lbs.,"76""",Orthodox,"Jul 15, 1988",3.02,44%,3.01,55%,1.72,50%,33%,1.7, 12-2-0,"6' 1""",185 lbs.,"71""",Orthodox,"Feb 27, 1993",3.31,34%,3.73,54%,0.83,26%,48%,0.0, 9-5-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Welterweight,N,W,Santiago Ponzinibbio,Miguel Baeza,0,0,121 of 270,104 of 249,44%,41%,122 of 271,104 of 249,0 of 2,0 of 0,0%,---,0,0,0,0,0:00,0:00,"6' 0""",170 lbs.,"73""",Orthodox,"Sep 26, 1986",4.90,41%,4.67,61%,0.48,30%,60%,0.0, 30-7-0,"6' 2""",170 lbs.,"74""",Orthodox,"Aug 23, 1992",4.88,49%,5.10,53%,0.44,28%,100%,1.8, 10-3-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Middleweight,N,L,Dusko Todorovic,Gregory Rodrigues,0,0,37 of 120,71 of 150,30%,47%,46 of 133,73 of 153,0 of 4,3 of 5,0%,60%,0,0,0,0,1:26,1:25,"6' 1""",185 lbs.,"74""",Orthodox,"May 19, 1994",5.54,57%,4.55,46%,0.96,12%,45%,0.0, 12-4-0,"6' 3""",185 lbs.,"75""",Orthodox,"Feb 17, 1992",6.09,55%,5.82,51%,2.20,50%,100%,0.6, 13-5-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Montana De La Rosa,Ariane Lipski,0,0,29 of 55,11 of 24,52%,45%,66 of 113,37 of 64,2 of 3,0 of 0,66%,---,0,0,0,0,6:52,0:00,"5' 7""",125 lbs.,"68""",Orthodox,"Feb 14, 1995",2.47,37%,3.06,42%,1.94,31%,64%,0.9, 12-8-1,"5' 6""",125 lbs.,"67""",Orthodox,"Jan 26, 1994",3.86,39%,3.97,51%,0.47,42%,73%,0.3, 15-8-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,L,Tanner Boser,Ilir Latifi,0,0,45 of 105,10 of 38,42%,26%,84 of 153,51 of 98,0 of 0,2 of 3,---,66%,0,0,0,0,0:42,6:38,"6' 2""",205 lbs.,"75""",Orthodox,"Aug 02, 1991",4.17,51%,2.47,60%,0.00,0%,61%,0.0, 20-10-1,"5' 10""",230 lbs.,"73""",Orthodox,"Jul 28, 1982",1.92,42%,2.75,56%,2.13,36%,100%,0.3, 17-8-0 (1 NC)
"June 05, 2021","Las Vegas, Nevada, USA    ",Welterweight,N,L,Francisco Trinaldo,Muslim Salikhov,0,1,39 of 128,62 of 118,30%,52%,51 of 148,71 of 129,0 of 1,2 of 3,0%,66%,0,0,0,0,0:40,2:07,"5' 9""",170 lbs.,"70""",Southpaw,"Aug 24, 1978",3.13,45%,2.67,60%,0.98,42%,60%,0.5, 28-9-0,"5' 11""",170 lbs.,"70""",Orthodox,"Jun 09, 1984",3.30,49%,2.43,67%,1.20,35%,77%,0.0, 19-3-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Featherweight,N,L,Makwan Amirkhani,Kamuela Kirk,0,0,20 of 49,28 of 63,40%,44%,25 of 56,100 of 143,5 of 9,0 of 0,55%,---,0,3,0,0,6:50,1:34,"5' 10""",145 lbs.,"72""",Southpaw,"Nov 08, 1988",1.33,44%,2.98,46%,3.96,43%,35%,1.1, 17-9-0,"5' 10""",155 lbs.,"75""",Switch,"Apr 13, 1994",2.99,49%,5.10,37%,0.86,40%,53%,1.3, 12-5-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Lightweight,N,NC,Alan Patrick,Mason Jones,0,0,10 of 32,46 of 85,31%,54%,14 of 39,57 of 100,0 of 4,2 of 3,0%,66%,0,0,0,0,0:02,3:41,"5' 11""",155 lbs.,"74""",Southpaw,"Jul 19, 1983",1.82,40%,2.95,43%,3.01,33%,43%,0.3, 15-4-0 (1 NC),"5' 10""",155 lbs.,"74""",Orthodox,"Apr 26, 1995",5.61,44%,4.94,46%,3.16,45%,80%,0.0, 11-2-0 (1 NC)
"June 05, 2021","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Manon Fiorot,Tabatha Ricci,1,0,84 of 172,17 of 90,48%,18%,85 of 173,17 of 91,1 of 1,0 of 1,100%,0%,0,0,0,0,0:40,0:00,"5' 7""",125 lbs.,"65""",Orthodox,"Feb 17, 1990",6.58,42%,3.14,71%,1.69,50%,83%,0.0, 10-1-0,"5' 1""",115 lbs.,"61""",Orthodox,"Feb 21, 1995",3.27,42%,4.24,59%,4.64,51%,50%,0.3, 8-1-0
"June 05, 2021","Las Vegas, Nevada, USA    ",Featherweight,N,W,Sean Woodson,Youssef Zalal,0,0,40 of 116,42 of 89,34%,47%,104 of 204,55 of 112,0 of 0,2 of 17,---,11%,2,0,0,0,1:03,6:21,"6' 2""",145 lbs.,"78""",Orthodox,"Jun 07, 1992",5.56,45%,4.26,56%,0.00,0%,82%,0.7, 9-1-1,"5' 10""",135 lbs.,"72""",Switch,"Sep 04, 1996",2.75,48%,1.75,64%,2.14,31%,60%,1.1, 10-5-1
"June 05, 2021","Las Vegas, Nevada, USA    ",Lightweight,N,W,Claudio Puelles,Jordan Leavitt,0,0,20 of 33,21 of 34,60%,61%,71 of 100,170 of 213,4 of 4,2 of 7,100%,28%,0,0,0,1,10:01,2:06,"5' 10""",155 lbs.,"72""",Southpaw,"Apr 21, 1996",1.82,49%,2.93,47%,2.41,30%,60%,1.4, 13-3-0,"5' 9""",155 lbs.,"71""",Southpaw,"Jun 02, 1995",2.64,60%,1.93,56%,2.31,26%,30%,1.2, 11-2-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Bantamweight,N,W,Rob Font,Cody Garbrandt,0,0,176 of 365,63 of 142,48%,44%,183 of 374,78 of 159,2 of 3,3 of 10,66%,30%,0,0,0,0,1:13,3:02,"5' 8""",135 lbs.,"71""",Orthodox,"Jun 25, 1987",6.46,46%,4.03,56%,1.01,36%,55%,0.4, 20-6-0,"5' 8""",135 lbs.,"65""",Orthodox,"Jul 07, 1991",3.00,40%,3.89,61%,1.13,34%,78%,0.0, 13-5-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Women's Strawweight,N,L,Yan Xiaonan,Carla Esparza,0,0,5 of 11,27 of 33,45%,81%,31 of 41,170 of 194,0 of 0,3 of 3,---,100%,0,0,0,0,0:00,7:18,"5' 5""",115 lbs.,"63""",Orthodox,"Jun 16, 1989",5.55,44%,3.56,61%,0.86,66%,70%,0.0, 17-3-0 (1 NC),"5' 1""",115 lbs.,"63""",Orthodox,"Oct 10, 1987",2.16,40%,2.69,55%,3.22,35%,47%,0.3, 20-7-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,L,Justin Tafa,Jared Vanderaa,0,0,74 of 147,121 of 248,50%,48%,74 of 147,141 of 269,0 of 0,0 of 0,---,---,0,0,0,0,0:11,0:24,"6' 0""",264 lbs.,"74""",Southpaw,"Dec 13, 1993",5.09,54%,5.95,49%,0.00,0%,100%,0.0, 6-3-0,"6' 4""",265 lbs.,"80""",Orthodox,"May 12, 1992",4.96,44%,5.67,45%,0.18,50%,20%,0.0, 12-10-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Women's Featherweight,N,L,Felicia Spencer,Norma Dumont,0,0,47 of 114,68 of 135,41%,50%,70 of 139,88 of 155,0 of 0,1 of 3,---,33%,0,0,0,0,2:58,1:21,"5' 6""",145 lbs.,"68""",Orthodox,"Nov 29, 1990",3.21,48%,4.54,45%,1.18,18%,27%,0.2, 9-3-0,"5' 7""",145 lbs.,"67""",Orthodox,"Oct 01, 1990",3.45,48%,2.07,67%,1.16,57%,72%,0.0, 9-2-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Featherweight,N,W,Ricardo Ramos,Bill Algeo,0,0,53 of 102,76 of 170,51%,44%,57 of 106,90 of 187,8 of 13,0 of 1,61%,0%,1,0,0,1,3:26,0:41,"5' 9""",145 lbs.,"72""",Orthodox,"Aug 01, 1995",3.32,38%,3.82,57%,2.58,58%,72%,0.6, 16-4-0,"6' 0""",145 lbs.,"73""",Switch,"Jun 09, 1989",5.93,53%,4.32,46%,0.87,42%,55%,0.1, 17-7-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Middleweight,N,W,Jack Hermansson,Edmen Shahbazyan,0,0,55 of 100,40 of 92,55%,43%,141 of 192,42 of 94,3 of 6,0 of 0,50%,---,0,1,0,1,7:11,1:51,"6' 1""",185 lbs.,"77""",Orthodox,"Jun 10, 1988",5.13,44%,3.69,55%,1.66,29%,75%,0.4, 23-8-0,"6' 2""",185 lbs.,"74""",Orthodox,"Nov 20, 1997",3.59,50%,3.87,46%,2.31,37%,65%,0.5, 12-3-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,W,Ben Rothwell,Chris Barnett,0,0,60 of 101,33 of 85,59%,38%,72 of 120,34 of 86,1 of 1,0 of 1,100%,0%,2,0,0,0,2:03,0:02,"6' 4""",265 lbs.,"78""",Orthodox,"Oct 17, 1981",3.71,42%,4.63,47%,0.68,34%,70%,0.4, 39-14-0,"5' 9""",265 lbs.,"75""",Orthodox,"Jun 14, 1986",4.41,48%,5.87,40%,0.00,0%,33%,0.0, 23-8-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Welterweight,N,W,Court McGee,Claudio Silva,0,0,37 of 74,21 of 56,50%,37%,110 of 157,81 of 126,3 of 5,1 of 10,60%,10%,1,0,0,0,8:03,1:48,"5' 11""",170 lbs.,"75""",Orthodox,"Dec 12, 1984",4.68,37%,3.69,60%,1.86,25%,69%,0.5, 22-11-0,"5' 11""",170 lbs.,"71""",Southpaw,"Sep 06, 1982",2.48,42%,3.00,46%,2.85,26%,44%,1.1, 14-4-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Flyweight,N,W,Bruno Silva,Victor Rodriguez,1,0,6 of 12,0 of 3,50%,0%,6 of 12,0 of 3,0 of 0,0 of 0,---,---,0,0,0,0,0:02,0:00,"5' 4""",125 lbs.,"65""",Orthodox,"Mar 16, 1990",3.05,46%,3.09,59%,2.57,30%,64%,0.3, 13-5-2 (1 NC),"5' 5""",125 lbs.,"67""",Switch,"Sep 05, 1992",1.59,37%,6.11,50%,0.00,0%,0%,0.0, 7-4-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Featherweight,N,W,Josh Culibao,Shayilan Nuerdanbieke,0,0,53 of 104,17 of 63,50%,26%,87 of 140,23 of 71,0 of 1,2 of 14,0%,14%,1,0,0,0,0:04,6:06,"5' 10""",145 lbs.,"73""",Orthodox,"May 24, 1994",2.96,43%,3.13,59%,0.00,0%,82%,0.5, 11-1-1,"5' 8""",145 lbs.,"69""",Orthodox,"May 04, 1994",2.28,45%,2.94,50%,2.90,33%,40%,0.0, 39-11-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Flyweight,N,W,David Dvorak,Juancamilo Ronderos,0,0,9 of 28,11 of 32,32%,34%,9 of 28,12 of 33,0 of 0,0 of 2,---,0%,1,0,0,0,0:23,0:00,"5' 5""",125 lbs.,"68""",Orthodox,"Jun 05, 1992",3.47,42%,3.21,59%,0.48,28%,81%,0.2, 20-5-0,"5' 3""",125 lbs.,"64""",Southpaw,"Feb 17, 1995",2.18,30%,2.18,63%,2.72,33%,0%,0.0, 4-2-0
"May 22, 2021","Las Vegas, Nevada, USA    ",Lightweight,N,L,Rafael Alves,Damir Ismagulov,1,0,30 of 63,56 of 126,47%,44%,36 of 69,141 of 220,0 of 1,2 of 3,0%,66%,1,0,0,0,0:16,7:40,"5' 8""",155 lbs.,"68""",Orthodox,"Nov 14, 1990",1.85,48%,3.30,58%,0.29,25%,44%,1.5, 20-12-0,"5' 10""",155 lbs.,"74""",Orthodox,"Feb 03, 1991",3.78,42%,2.51,62%,1.17,28%,75%,0.0, 24-2-0
"May 15, 2021","Houston, Texas, USA    ",UFC Lightweight,Y,W,Charles Oliveira,Michael Chandler,2,0,24 of 32,30 of 55,75%,54%,32 of 41,36 of 61,1 of 2,0 of 0,50%,---,0,1,0,1,1:42,2:27,"5' 10""",155 lbs.,"74""",Orthodox,"Oct 17, 1989",3.48,53%,3.20,51%,2.37,40%,55%,2.8, 33-9-0 (1 NC),"5' 8""",155 lbs.,"71""",Orthodox,"Apr 24, 1986",4.89,46%,4.58,46%,2.17,38%,71%,0.9, 23-8-0
"May 15, 2021","Houston, Texas, USA    ",Lightweight,N,L,Tony Ferguson,Beneil Dariush,0,0,15 of 34,23 of 55,44%,41%,37 of 59,76 of 142,0 of 0,3 of 6,---,50%,1,1,0,1,0:05,12:15,"5' 11""",155 lbs.,"76""",Orthodox,"Feb 12, 1984",5.07,45%,3.95,58%,0.44,41%,66%,1.0, 26-8-0,"5' 10""",155 lbs.,"72""",Southpaw,"May 06, 1989",3.81,49%,2.55,58%,1.95,34%,80%,0.9, 22-4-1
"May 15, 2021","Houston, Texas, USA    ",Bantamweight,N,NC,Matt Schnell,Rogerio Bontorin,0,0,65 of 135,72 of 124,48%,58%,113 of 184,89 of 143,0 of 0,1 of 1,---,100%,0,0,0,0,0:00,2:18,"5' 8""",125 lbs.,"70""",Orthodox,"Jan 15, 1990",4.24,39%,4.46,55%,0.63,44%,46%,1.1, 16-7-0 (1 NC),"5' 5""",125 lbs.,"67""",Orthodox,"Apr 25, 1992",2.63,52%,3.27,50%,2.90,60%,51%,1.0, 16-4-0 (2 NC)
"May 15, 2021","Houston, Texas, USA    ",Women's Flyweight,N,W,Katlyn Chookagian,Viviane Araujo,0,0,127 of 292,89 of 196,43%,45%,135 of 300,129 of 238,0 of 0,1 of 3,---,33%,0,1,0,0,0:01,3:04,"5' 9""",125 lbs.,"68""",Orthodox,"Dec 28, 1988",4.59,34%,4.41,63%,0.27,15%,54%,0.3, 18-5-0,"5' 4""",125 lbs.,"68""",Orthodox,"Nov 21, 1986",4.63,47%,5.45,55%,1.81,48%,82%,0.6, 11-5-0
"May 15, 2021","Houston, Texas, USA    ",Featherweight,N,L,Shane Burgos,Edson Barboza,0,1,80 of 180,98 of 191,44%,51%,80 of 180,98 of 191,0 of 0,0 of 0,---,---,0,0,0,0,0:03,0:00,"5' 11""",145 lbs.,"75""",Orthodox,"Mar 19, 1991",7.40,52%,6.78,56%,0.43,44%,91%,0.4, 15-3-0,"5' 11""",145 lbs.,"75""",Orthodox,"Jan 21, 1986",4.00,44%,4.12,58%,0.38,44%,75%,0.1, 23-11-0
"May 15, 2021","Houston, Texas, USA    ",Middleweight,N,L,Jacare Souza,Andre Muniz,0,0,11 of 19,7 of 12,57%,58%,15 of 23,19 of 26,1 of 2,2 of 3,50%,66%,0,1,0,0,0:53,1:10,"6' 1""",185 lbs.,"72""",Orthodox,"Dec 07, 1979",2.53,47%,2.83,62%,2.57,39%,57%,1.3, 26-10-0 (1 NC),"6' 1""",185 lbs.,"78""",Southpaw,"Feb 17, 1990",2.12,49%,1.74,54%,2.95,36%,41%,1.7, 23-5-0
"May 15, 2021","Houston, Texas, USA    ",Featherweight,N,W,Lando Vannata,Mike Grundy,0,0,80 of 168,32 of 63,47%,50%,83 of 173,34 of 65,1 of 1,3 of 20,100%,15%,0,0,0,0,0:23,2:37,"5' 9""",155 lbs.,"71""",Orthodox,"Mar 14, 1992",4.52,45%,4.76,55%,1.09,37%,69%,0.3, 12-7-2,"5' 7""",145 lbs.,"72""",Orthodox,"Jan 03, 1987",2.09,45%,4.45,56%,4.06,28%,50%,0.4, 12-4-0
"May 15, 2021","Houston, Texas, USA    ",Middleweight,N,W,Jordan Wright,Jamie Pickett,1,0,26 of 32,4 of 5,81%,80%,33 of 40,4 of 5,0 of 0,0 of 0,---,---,0,0,0,0,0:11,0:12,"6' 2""",205 lbs.,"77""",Orthodox,"Oct 07, 1991",4.10,56%,6.03,31%,2.09,45%,100%,0.4, 12-5-0 (1 NC),"6' 2""",185 lbs.,"80""",Orthodox,"Aug 29, 1988",3.16,50%,4.23,48%,1.34,36%,66%,0.2, 13-9-0
"May 15, 2021","Houston, Texas, USA    ",Women's Flyweight,N,W,Andrea Lee,Antonina Shevchenko,0,0,45 of 62,23 of 41,72%,56%,88 of 108,36 of 54,3 of 3,0 of 0,100%,---,3,0,0,0,2:11,3:58,"5' 6""",125 lbs.,"69""",Orthodox,"Feb 11, 1989",5.13,48%,3.59,64%,2.04,57%,54%,0.6, 13-7-0,"5' 8""",125 lbs.,"67""",Southpaw,"Nov 20, 1984",3.86,55%,2.93,52%,0.43,42%,53%,0.4, 10-4-0
"May 15, 2021","Houston, Texas, USA    ",Women's Flyweight,N,L,Gina Mazany,Priscila Cachoeira,0,0,33 of 48,36 of 57,68%,63%,77 of 99,47 of 71,4 of 9,0 of 0,44%,---,0,0,0,0,6:44,0:17,"5' 6""",125 lbs.,"68""",Southpaw,"Aug 19, 1988",3.73,50%,3.52,50%,4.34,52%,33%,0.2, 7-6-0,"5' 7""",125 lbs.,"65""",Orthodox,"Aug 19, 1988",4.68,43%,7.85,46%,0.21,33%,65%,0.0, 12-4-0
"May 15, 2021","Houston, Texas, USA    ",Featherweight,N,L,Kevin Aguilar,Tucker Lutz,0,0,81 of 144,99 of 177,56%,55%,132 of 196,114 of 192,0 of 2,3 of 4,0%,75%,0,0,0,0,0:52,3:05,"5' 7""",155 lbs.,"73""",Orthodox,"Sep 07, 1988",3.96,40%,4.81,52%,0.16,16%,78%,0.0, 17-5-0,"5' 8""",145 lbs.,"72""",Orthodox,"Jul 12, 1994",4.04,49%,3.02,45%,1.77,50%,69%,0.2, 12-3-0
"May 15, 2021","Houston, Texas, USA    ",Lightweight,N,W,Christos Giagos,Sean Soriano,0,0,22 of 54,33 of 53,40%,62%,23 of 55,37 of 57,3 of 5,0 of 0,60%,---,1,0,0,0,0:59,0:00,"5' 10""",155 lbs.,"71""",Orthodox,"Jan 23, 1990",2.86,41%,2.85,49%,3.16,41%,52%,0.4, 20-10-0,"5' 9""",145 lbs.,"70""",Orthodox,"Oct 06, 1989",3.18,61%,2.14,56%,1.33,55%,52%,0.0, 14-8-0
"May 08, 2021","Las Vegas, Nevada, USA    ",Women's Flyweight,N,W,Marina Rodriguez,Michelle Waterson-Gomez,0,0,125 of 282,88 of 205,44%,42%,144 of 304,100 of 222,0 of 0,1 of 5,---,20%,0,0,0,0,0:51,3:54,"5' 6""",115 lbs.,"65""",Orthodox,"Apr 29, 1987",4.58,47%,2.94,56%,0.17,33%,64%,0.2, 16-3-2,"5' 3""",115 lbs.,"62""",Orthodox,"Jan 06, 1986",3.63,46%,4.01,51%,1.40,33%,72%,0.7, 18-11-0
"May 08, 2021","Las Vegas, Nevada, USA    ",Welterweight,N,L,Donald Cerrone,Alex Morono,0,0,17 of 35,35 of 84,48%,41%,18 of 36,41 of 90,0 of 2,0 of 2,0%,0%,0,0,0,0,0:02,0:47,"6' 1""",155 lbs.,"73""",Orthodox,"Mar 29, 1983",4.41,46%,4.48,53%,1.16,33%,73%,1.2, 36-17-0 (2 NC),"5' 11""",170 lbs.,"72""",Orthodox,"Aug 16, 1990",5.22,42%,4.09,57%,0.30,20%,53%,0.3, 22-8-0 (1 NC)
"May 08, 2021","Las Vegas, Nevada, USA    ",Welterweight,N,W,Neil Magny,Geoff Neal,0,0,55 of 174,35 of 73,31%,47%,89 of 214,37 of 76,2 of 10,1 of 2,20%,50%,0,0,0,0,1:43,3:50,"6' 3""",170 lbs.,"80""",Orthodox,"Aug 03, 1987",3.59,46%,2.25,54%,2.40,42%,56%,0.3, 27-11-0,"5' 11""",170 lbs.,"75""",Southpaw,"Aug 28, 1990",5.22,50%,5.60,58%,0.51,44%,87%,0.1, 15-5-0
"May 08, 2021","Las Vegas, Nevada, USA    ",Heavyweight,N,L,Maurice Greene,Marcos Rogerio de Lima,0,0,5 of 8,14 of 26,62%,53%,60 of 72,166 of 228,0 of 0,3 of 4,---,75%,0,0,0,0,0:00,14:06,"6' 7""",258 lbs.,"80""",Orthodox,"Jul 05, 1986",3.28,45%,3.61,45%,0.00,0%,27%,0.4, 9-7-0,"6' 1""",253 lbs.,"75""",Orthodox,"Jun 25, 1985",3.62,56%,2.83,51%,1.35,47%,59%,0.5, 21-9-1
"May 08, 2021","Las Vegas, Nevada, USA    ",Lightweight,N,L,Diego Ferreira,Gregor Gillespie,0,0,31 of 60,45 of 62,51%,72%,37 of 70,53 of 70,0 of 2,4 of 8,0%,50%,0,0,2,0,1:06,5:10,"5' 9""",155 lbs.,"74""",Orthodox,"Jan 18, 1985",4.67,37%,3.35,56%,0.75,24%,63%,0.8, 17-5-0,"5' 7""",155 lbs.,"71""",Orthodox,"Nov 13, 1986",3.74,52%,2.30,57%,6.86,48%,100%,0.8, 14-1-0
"May 08, 2021","Las Vegas, Nevada, USA    ",Middleweight,N,W,Phil Hawes,Kyle Daukaus,0,0,66 of 101,28 of 82,65%,34%,157 of 210,52 of 113,2 of 4,0 of 7,50%,0%,1,0,0,1,5:34,4:13,"6' 0""",185 lbs.,"77""",Orthodox,"Jan 08, 1989",5.55,59%,3.70,55%,2.28,36%,100%,0.2, 12-5-0,"6' 3""",185 lbs.,"76""",Southpaw,"Feb 27, 1993",3.22,52%,2.94,42%,2.12,25%,82%,1.9, 11-4-0 (1 NC)
"May 08, 2021","Las Vegas, Nevada, USA    ",Featherweight,N,L,Ludovit Klein,Michael Trizano,0,0,45 of 86,56 of 104,52%,53%,50 of 91,91 of 143,4 of 7,0 of 0,57%,---,0,1,0,0,3:28,0:00,"5' 7""",155 lbs.,"72""",Southpaw,"Feb 22, 1995",3.44,54%,3.67,49%,1.22,40%,81%,0.0, 19-4-1,"5' 11""",145 lbs.,"71""",Orthodox,"Dec 31, 1991",3.63,53%,4.40,50%,0.36,66%,72%,0.5, 11-3-0
"May 08, 2021","Las Vegas, Nevada, USA    ",Middleweight,N,W,JunYong Park,Tafon Nchukwi,0,0,71 of 145,58 of 136,48%,42%,79 of 155,64 of 144,2 of 5,1 of 2,40%,50%,2,0,0,0,3:49,0:34,"5' 10""",185 lbs.,"73""",Orthodox,"Feb 27, 1991",4.92,51%,3.71,53%,2.33,51%,70%,0.8, 16-5-0,"6' 0""",205 lbs.,"77""",Orthodox,"Oct 14, 1994",6.05,52%,4.03,55%,0.94,57%,71%,0.0, 6-3-0
