date,red_fighter,blue_fighter,winner,red_sig_str_percent,blue_sig_str_percent,red_sub_att,blue_sub_att,red_stance,blue_stance,red_total_str_percent,blue_total_str_percent,red_td_percent,blue_td_percent,height_diff,reach_diff,red_age,blue_age,red_sig_strike_defence_percent,blue_sig_strike_defence_percent,red_td_defence_percent,blue_td_defence_percent,red_td_defence_average,blue_td_defence_average,red_td_average,blue_td_average,red_sig_strike_defence_average,blue_sig_strike_defence_average,red_total_str_average,blue_total_str_average,red_sig_str_average,blue_sig_str_average
2022-12-03,Angela Hill,Emily Ducote,W,0.527536231884058,0.4104046242774566,0,0,Orthodox,Orthodox,0.5382436260623229,0.4269662921348314,0.0,0.0,3.0,2.539999999999992,38,29,0.5900000000000001,0.48,1.0,1.0,0.6604761904761904,1.0,0.2624716553287982,0.0,0.6290476190476191,0.75,0.5135889615054745,0.5679611650485437,0.47585552972923945,0.5658536585365853
2022-12-03,Clay Guida,Scott Holtzman,W,0.360655737704918,0.3915662650602409,0,0,Orthodox,Orthodox,0.4418604651162791,0.4325842696629213,0.2666666666666666,0.0,-5.0,2.5400000000000205,41,39,0.61,0.64,1.0,0.74,0.8572727272727273,0.6991666666666667,0.31582436923346013,0.46830808080808084,0.6493939393939394,0.5458333333333333,0.48065738513846096,0.566452506627746,0.3794038107153573,0.48685034449420633
2022-12-03,Michael Johnson,Marc Diakiese,W,0.4585635359116022,0.4330708661417323,0,0,Southpaw,Orthodox,0.4585635359116022,0.4330708661417323,0.0,0.0,0.0,0.0,36,30,0.5700000000000001,0.55,1.0,1.0,0.8761538461538462,0.7858333333333333,0.29166666666666663,0.37122368372368375,0.6073076923076923,0.5025000000000001,0.3989169662758902,0.5374243594713636,0.3833937892994548,0.45809648463686403
2022-12-03,Darren Elkins,Jonathan Pearce,L,0.2953367875647668,0.4954954954954955,0,0,Orthodox,Switch,0.3300492610837438,0.5579710144927537,0.4,0.2857142857142857,-5.0,0.0,39,31,0.51,0.71,0.72,0.6,0.7442307692307693,0.55,0.31967519659827354,0.531948051948052,0.543076923076923,0.46799999999999997,0.4768650379757353,0.6256200229537192,0.355663100736541,0.4973144224196856
2022-12-03,Natan Levy,Genaro Valdez,W,0.4962962962962963,0.310126582278481,0,0,Southpaw,Orthodox,0.5036496350364964,0.3583815028901734,0.6,0.0,0.0,-2.539999999999992,31,31,0.69,0.51,1.0,0.4,0.33499999999999996,1.0,0.49553571428571425,0.0,0.565,0.41,0.5358823529411765,0.2631578947368421,0.5112805048305132,0.2631578947368421
2022-12-03,Marcelo Rojo,Francis Marshall,L,0.6595744680851063,0.2839506172839506,0,0,Orthodox,Orthodox,0.7384615384615385,0.3258426966292135,0.0,0.3333333333333333,-2.0,-2.539999999999992,34,24,0.72,0.35,0.6699999999999999,1.0,0.815,1.0074308866024828,0.25,0.33680396618751,0.52,0.3536670087474096,0.3734444274575752,,0.36111111111111105,0.290607420554695
2022-12-03,Yazmin Jauregui,Istela Nunes,W,0.435064935064935,0.6,0,0,Orthodox,Orthodox,0.515,0.6190476190476191,0.0,0.0,-3.0,-5.0800000000000125,24,30,0.4,0.5700000000000001,1.0,1.0,1.0,0.44499999999999995,0.0,0.0,0.64,0.63,0.3972602739726027,0.5106091143209047,0.3944954128440367,0.45567964027716346
2022-11-19,Kennedy Nzechukwu,Ion Cutelaba,W,0.5714285714285714,0.3461538461538461,0,0,Southpaw,Southpaw,0.5714285714285714,0.5263157894736842,0.0,0.25,11.0,20.319999999999993,30,29,0.6599999999999999,0.43,0.75,1.0,0.8828571428571428,0.8315384615384616,0.10204081632653061,0.36903797956429535,0.5514285714285714,0.4553846153846154,0.4773498914970353,0.5122332178541158,0.45743761243619435,0.48854971774977496
2022-11-19,Chase Sherman,Waldo Cortes-Acosta,L,0.3728813559322034,0.5287769784172662,0,0,Orthodox,Orthodox,0.3903743315508021,0.5283687943262412,0.5,0.0,0.0,0.0,33,31,0.48,0.63,1.0,0.5,0.7215384615384616,1.0,0.0,0.0,0.5261538461538462,0.6,0.44695110661058945,0.4620253164556962,0.43256388963139536,0.4620253164556962
2022-11-19,Andre Fialho,Muslim Salikhov,L,0.2575757575757575,0.5894736842105263,0,0,Orthodox,Orthodox,0.3625,0.6260162601626016,0.0,0.3333333333333333,3.0,10.159999999999997,29,38,0.42,0.75,0.6699999999999999,1.0,0.9375,0.8685714285714285,0.0,0.21666666666666665,0.485,0.6757142857142858,0.49824315177576045,0.47349122805147054,0.49150910364145656,0.45627750124934036
2022-11-19,Jack Della Maddalena,Danny Roberts,W,0.55,0.1515151515151515,0,0,Switch,Southpaw,0.6029411764705882,0.1515151515151515,0.0,0.0,-5.0,-2.539999999999992,26,35,0.85,0.4499999999999999,1.0,1.0,0.75,0.6583333333333333,0.0,0.03819444444444444,0.675,0.47333333333333333,0.5154320987654322,0.4492885066981311,0.5154320987654322,0.4231675058400057
2022-11-19,Charles Johnson,Zhalgas Zhumagulov,W,0.5502392344497608,0.5085470085470085,0,0,Switch,Switch,0.5949367088607594,0.5465116279069767,0.0,0.25,12.0,10.159999999999997,32,34,0.5,0.4499999999999999,0.75,1.0,0.54,0.868,0.0,0.13379953379953377,0.5900000000000001,0.562,0.8452380952380952,0.4695047134627505,0.5454545454545454,0.42820408370482826
2022-11-19,Jennifer Maia,Maryna Moroz,W,0.4308300395256917,0.2941176470588235,0,0,Orthodox,Orthodox,0.4482758620689655,0.3043478260869565,0.0,0.0,-7.0,-7.6200000000000045,34,31,0.71,0.5700000000000001,1.0,1.0,0.5011111111111111,0.5644444444444444,0.1388888888888889,0.12160493827160496,0.5188888888888888,0.5355555555555556,0.462184741854786,0.4054972393800175,0.392223484531761,0.36680835729691746
2022-11-19,Vince Morales,Miles Johns,L,0.2977099236641221,0.3689320388349514,0,0,Orthodox,Orthodox,0.3381294964028777,0.4090909090909091,0.0,0.0833333333333333,5.0,10.159999999999997,32,29,0.64,0.71,0.92,1.0,0.6,0.968,0.03571428571428571,0.1,0.5057142857142857,0.746,0.39575215565475425,0.4940835896188259,0.3822946006876972,0.461497316243079
2022-11-19,Ricky Turcios,Kevin Natividad,W,0.591304347826087,0.5061728395061729,1,0,Orthodox,Orthodox,0.7589285714285714,0.5596330275229358,0.4,0.5384615384615384,7.0,2.539999999999992,29,30,0.5,0.41,0.47,0.6,0.73,1.0,0.25,0.0,0.5,0.545,0.41509805406223976,0.32130281690140844,0.34984446932935176,0.3079379562043796
2022-11-19,Vanessa Demopoulos,Maria Oliveira,W,0.6875,0.538961038961039,0,0,Orthodox,Orthodox,0.7857142857142857,0.572289156626506,0.5,0.0,-11.0,-25.399999999999977,34,26,0.47,0.3199999999999999,1.0,0.5,0.8333333333333334,0.44499999999999995,0.047619047619047596,0.25,0.4333333333333333,0.5,0.43221971971971973,0.3807576409814894,0.41341741421677475,0.3470094200431279
2022-11-19,Brady Hiestand,Fernie Garcia,W,0.5588235294117647,0.4772727272727273,1,1,Orthodox,Orthodox,0.6829268292682927,0.688,0.375,0.5,3.0,10.159999999999997,24,31,0.53,0.4499999999999999,0.5,0.63,0.5,0.3399999999999999,0.5454545454545454,0.0,0.42,0.61,0.5394736842105263,0.3653846153846153,0.4925373134328358,0.3592233009708738
2022-11-19,Natalia Silva,Tereza Bleda,W,0.625,0.3829787234042553,0,2,Southpaw,Orthodox,0.6966292134831461,0.4545454545454545,0.0,0.1428571428571428,-12.0,-15.240000000000007,26,21,0.62,0.38,0.86,1.0,1.0,1.0074308866024828,0.6666666666666666,0.14434455693750423,0.7,0.38398132378290184,0.5633802816901409,,0.518918918918919,0.39195709451317795
2022-11-12,Israel Adesanya,Alex Pereira,L,0.5308641975308642,0.5796178343949044,0,0,Switch,Orthodox,0.569377990430622,0.6542056074766355,0.25,1.0,0.0,2.539999999999992,33,35,0.43,0.47,0.0,0.75,0.8461538461538461,0.8233333333333333,0.0,0.0,0.6100000000000001,0.6066666666666666,0.5436971423930534,0.6909841088711381,0.5118389786540395,0.6131543554727913
2022-11-12,Carla Esparza,Zhang Weili,L,0.1875,0.4743589743589743,0,1,Orthodox,Switch,0.38,0.4666666666666667,0.25,0.0,-8.0,0.0,35,33,0.53,0.8200000000000001,1.0,0.75,0.7428571428571428,0.875,0.40279990784192465,0.27035984848484845,0.5471428571428572,0.51875,0.5852882204883312,0.6150885865599968,0.45819751532412056,0.5720754909325214
2022-11-12,Dustin Poirier,Michael Chandler,W,0.5,0.43,2,0,Southpaw,Orthodox,0.6,0.4814814814814814,0.0,0.4285714285714285,2.0,2.539999999999992,34,37,0.5700000000000001,0.5,0.5800000000000001,1.0,0.7985185185185185,0.875,0.2635949441504997,0.29166666666666663,0.5588888888888889,0.45,0.5492467702883524,0.5775756478230626,0.5069693284185369,0.545907501079334
2022-11-12,Frankie Edgar,Chris Gutierrez,L,0.1666666666666666,0.5,0,0,Orthodox,Orthodox,0.1666666666666666,0.5,0.0,0.0,-7.0,2.539999999999992,41,32,0.5,0.84,1.0,1.0,0.8658620689655172,0.55375,0.2665621734587252,0.3125,0.6693103448275862,0.64375,0.49894020737425976,0.5872965210577195,0.44966742949053895,0.5756828730402842
2022-11-12,Dan Hooker,Claudio Puelles,W,0.4603174603174603,0.2777777777777778,1,1,Switch,Southpaw,0.5068493150684932,0.2777777777777778,0.0,0.0,5.0,7.6200000000000045,33,27,0.73,0.54,1.0,1.0,0.8531578947368421,0.62,0.10910609857978278,0.3740079365079365,0.5442105263157895,0.4566666666666667,0.5421010633185811,0.646478971336674,0.4666683901293855,0.4953011507633356
2022-11-12,Brad Riddell,Renato Moicano,L,0.56,0.303030303030303,0,1,Orthodox,Orthodox,0.56,0.3142857142857143,0.0,0.0,-10.0,-2.539999999999992,31,33,0.7,0.4399999999999999,1.0,1.0,0.7583333333333333,0.9461538461538462,0.47853535353535354,0.34212454212454213,0.49833333333333335,0.5869230769230769,0.6000216344052083,0.4914645770081506,0.5592514431438426,0.4452557252656079
2022-11-12,Dominick Reyes,Ryan Spann,L,0.4166666666666667,0.4705882352941176,0,0,Southpaw,Orthodox,0.4166666666666667,0.4705882352941176,0.0,0.0,-3.0,-5.079999999999984,33,31,0.53,0.5900000000000001,1.0,1.0,0.7811111111111111,0.7475,0.2222222222222222,0.2232142857142857,0.5233333333333333,0.54125,0.5682973962435105,0.46214160478547855,0.5515999294478996,0.44149297146110994
2022-11-12,Erin Blanchfield,Molly McCann,W,0.6578947368421053,0.5384615384615384,2,0,Orthodox,Orthodox,0.808695652173913,0.5384615384615384,1.0,0.0,0.0,10.160000000000023,24,33,0.47,0.35,1.0,0.0,0.89,0.6688888888888889,0.625,0.35618085618085615,0.6233333333333334,0.6244444444444445,0.6448749935027808,0.5338069448847809,0.5726984126984127,0.5034572592316642
2022-11-12,Andre Petroski,Wellington Turman,W,0.4375,0.4767441860465116,2,1,Switch,Orthodox,0.4873949579831932,0.6016949152542372,0.7272727272727273,0.3333333333333333,0.0,2.5400000000000205,31,26,0.53,0.5700000000000001,0.6699999999999999,0.28,1.0,0.945,0.3148148148148148,0.1693121693121693,0.5566666666666666,0.4016666666666666,0.5021227334204433,0.6551334237901402,0.4602941176470588,0.6118777335495601
2022-11-12,Matt Frevola,Ottman Azaitar,W,0.4074074074074074,0.4545454545454545,0,0,Orthodox,Switch,0.4285714285714285,0.4782608695652174,0.0,0.0,2.0,0.0,32,33,0.55,0.6,1.0,1.0,0.7814285714285715,1.0,0.17320774463631605,0.0,0.5542857142857143,0.7350000000000001,0.39724704341516104,0.6183533447684391,0.3412460284696568,0.6183533447684391
2022-11-12,Karolina Kowalkiewicz,Silvana Gomez Juarez,W,0.3663366336633663,0.2927756653992395,0,0,Orthodox,Orthodox,0.391304347826087,0.2958801498127341,1.0,0.0,0.0,-2.539999999999992,37,38,0.71,0.64,1.0,0.0,0.6715384615384615,0.7233333333333333,0.11538461538461539,0.0,0.5592307692307692,0.5333333333333333,0.48481257616339024,0.5002035002035002,0.433345078085706,0.4843304843304843
2022-11-12,Michael Trizano,SeungWoo Choi,W,0.6037735849056604,0.3561643835616438,0,0,Orthodox,Orthodox,0.6181818181818182,0.3513513513513513,0.0,0.0,-3.0,-7.6200000000000045,31,30,0.65,0.4,1.0,1.0,0.8099999999999999,0.8542857142857143,0.25,0.3095238095238095,0.535,0.46,0.6004044517193797,0.48030207052174473,0.5256885836264419,0.37703521709586113
2022-11-12,Julio Arce,Montel Jackson,L,0.2063492063492063,0.4528301886792453,0,0,Southpaw,Southpaw,0.282051282051282,0.5039370078740157,0.5,0.0,-8.0,-12.699999999999989,33,31,0.55,0.8,1.0,0.5,0.99125,0.71,0.19166666666666665,0.5642857142857143,0.68625,0.5342857142857143,0.37601394763401863,0.6773999199361456,0.3325479318563449,0.5924746011764279
2022-11-12,Carlos Ulberg,Nicolae Negumereanu,W,0.6086956521739131,0.1428571428571428,0,0,Orthodox,Orthodox,0.6086956521739131,0.1428571428571428,0.0,0.0,10.0,-2.539999999999992,32,28,0.86,0.4,1.0,1.0,1.0,0.8800000000000001,0.3333333333333333,0.21333333333333332,0.4633333333333333,0.42799999999999994,0.6798276990718447,0.5133098958561751,0.6739770682212138,0.4471869368296966
2022-11-05,Marina Rodriguez,Amanda Lemos,L,0.3653846153846153,0.5471698113207547,0,1,Orthodox,Southpaw,0.5641025641025641,0.6417910447761194,0.0,0.5,5.0,0.0,36,35,0.4599999999999999,0.64,0.5,1.0,0.6088888888888889,0.92,0.027777777777777776,0.375,0.5800000000000001,0.56625,0.5110152561952511,0.5961977897178148,0.46356239320346343,0.5677841303689172
2022-11-05,Neil Magny,Daniel Rodriguez,W,0.5229357798165137,0.6111111111111112,1,0,Orthodox,Southpaw,0.6272189349112426,0.6283185840707964,0.7142857142857143,0.0,5.0,15.23999999999998,35,36,0.39,0.48,1.0,0.29,0.6203703703703703,0.71875,0.3752204585537919,0.125,0.5396296296296297,0.56875,0.5817946328177368,0.5067114749064343,0.4398753074686956,0.4922155158837494
2022-11-05,Darrick Minner,Shayilan Nuerdanbieke,L,1.0,0.5277777777777778,0,0,Orthodox,Orthodox,1.0,0.64,0.0,0.0,-3.0,0.0,33,29,0.48,0.0,1.0,1.0,0.768,0.5,0.76,0.38095238095238093,0.4499999999999999,0.48666666666666664,0.7979117434289849,0.5396326633135043,0.6648832866479925,0.4039055847374111
2022-11-05,Tagir Ulanbekov,Nate Maness,W,0.4444444444444444,0.4,1,0,Southpaw,Orthodox,0.6428571428571429,0.7666666666666667,0.5,0.0,-8.0,-5.079999999999984,31,31,0.6,0.56,1.0,0.5,0.7233333333333333,0.7424999999999999,0.48484848484848486,0.625,0.49333333333333335,0.4075,0.5633919840807832,0.6626578672706196,0.43697338268993474,0.37087301587301585
2022-11-05,Grant Dawson,Mark Madsen,W,0.673469387755102,0.5,2,0,Switch,Orthodox,0.7604166666666666,0.7142857142857143,0.3333333333333333,0.0,5.0,0.0,29,38,0.5,0.3299999999999999,1.0,0.6699999999999999,0.7857142857142857,0.875,0.3724099429981783,0.5416666666666666,0.45999999999999996,0.6449999999999999,0.6420004681763652,0.5275421710905581,0.5540631695244372,0.49398347701149425
2022-11-05,Miranda Maverick,Shanna Young,W,0.5833333333333334,0.3536585365853658,1,0,Southpaw,Orthodox,0.7166666666666667,0.3536585365853658,0.625,0.0,-10.0,0.0,25,32,0.65,0.42,1.0,0.38,0.694,0.6433333333333334,0.46428571428571425,0.0,0.59,0.4166666666666667,0.5110959946670539,0.5364382829497526,0.4041742117531591,0.494590812850962
2022-11-05,Mario Bautista,Benito Lopez,W,0.6567164179104478,0.68,3,0,Switch,Switch,0.6805555555555556,0.68,1.0,0.0,-3.0,-10.160000000000023,29,29,0.3199999999999999,0.35,1.0,0.0,0.7833333333333333,0.6666666666666666,0.4444444444444444,0.0,0.5199999999999999,0.49333333333333335,0.4746760203668657,0.5056012250161187,0.41962653053517984,0.469845513963161
2022-11-05,Polyana Viana,Jinh Yu Frey,W,0.6111111111111112,0.4285714285714285,0,0,Orthodox,Southpaw,0.6111111111111112,0.4285714285714285,0.0,0.0,5.0,5.0800000000000125,30,37,0.5800000000000001,0.39,1.0,1.0,0.6428571428571429,0.9359999999999999,0.24285714285714285,0.18333333333333332,0.4585714285714286,0.504,0.6015430096610065,0.4980812776723592,0.43146455764822317,0.44741709141300195
2022-11-05,Liudvik Sholinian,Johnny Munoz,L,0.3684210526315789,0.3436123348017621,0,0,Orthodox,Orthodox,0.4216867469879518,0.4222222222222222,0.0,0.5,3.0,0.0,33,30,0.6599999999999999,0.64,0.5,1.0,0.75,0.6666666666666666,0.0,0.2638888888888889,0.41,0.6900000000000001,0.3055555555555556,0.44530812324929975,0.2065217391304347,0.370367504170321
2022-11-05,Carlos Candelario,Jake Hadley,L,0.4662162162162162,0.5325443786982249,0,1,Southpaw,Southpaw,0.4662162162162162,0.5691489361702128,1.0,0.0,3.0,-5.0800000000000125,31,26,0.47,0.54,1.0,0.0,0.8,0.5,0.4,0.0,0.35,0.64,0.4468085106382978,0.5531914893617021,0.2647058823529412,0.2758620689655172
2022-11-05,Tamires Vidal,Ramona Pascual,W,0.5862068965517241,0.9285714285714286,0,0,Orthodox,Southpaw,0.6470588235294118,0.9444444444444444,0.0,0.0,-2.0,5.079999999999984,24,34,0.0799999999999999,0.42,1.0,1.0,1.0074308866024828,1.0,0.0,0.19545454545454544,0.08083817342797925,0.47500000000000003,,0.5809990492210927,0.5999496523295578,0.5489908256880733
2022-10-29,Calvin Kattar,Arnold Allen,L,0.2413793103448276,0.417910447761194,0,0,Orthodox,Southpaw,0.2413793103448276,0.417910447761194,0.0,0.0,7.0,5.079999999999984,35,29,0.5900000000000001,0.76,1.0,1.0,0.9318181818181818,0.8522222222222222,0.17748917748917747,0.29444444444444445,0.5790909090909091,0.6566666666666667,0.43846561881571533,0.4556590488351567,0.42279882947871816,0.40521545688186345
2022-10-29,Tim Means,Max Griffin,L,0.408695652173913,0.5384615384615384,0,0,Orthodox,Orthodox,0.6651162790697674,0.5833333333333334,0.6,0.5,8.0,-2.539999999999992,39,37,0.47,0.6,0.5,0.4,0.7448,0.8292307692307692,0.27266666666666667,0.3086247086247086,0.5788,0.556923076923077,0.5754733737222941,0.550364278594228,0.5199223277105077,0.4963383556966368
2022-10-29,Waldo Cortes-Acosta,Jared Vanderaa,W,0.4620253164556962,0.4057971014492754,0,0,Orthodox,Orthodox,0.4620253164556962,0.4125874125874126,0.0,0.0,0.0,-5.079999999999984,31,30,0.6,0.54,1.0,1.0,1.0074308866024828,0.715,0.0,0.0,0.606286300709845,0.445,,0.5436771118514817,0.4728568183103775,0.4713799447642734
2022-10-29,Josh Fremd,Tresean Gore,L,0.4444444444444444,0.5,0,1,Orthodox,Switch,0.4736842105263157,0.56,0.0,0.75,10.0,2.539999999999992,29,28,0.5,0.56,0.25,1.0,0.28,0.69,1.0,0.3333333333333333,0.3299999999999999,0.52,0.6417910447761194,0.4894179894179894,0.5740740740740741,0.45999999999999996
2022-10-29,Dustin Jacoby,Khalil Rountree Jr.,L,0.4705882352941176,0.3586497890295358,0,0,Orthodox,Southpaw,0.4747081712062256,0.3651452282157676,0.0,0.0,5.0,0.0,35,33,0.65,0.53,1.0,1.0,0.67,0.7533333333333333,0.09259259259259259,0.0,0.6077777777777778,0.4891666666666667,0.4819848424585273,0.5043466141297718,0.45653469505768324,0.4641476262405573
2022-10-29,Phil Hawes,Roman Dolidze,L,0.4230769230769231,0.4285714285714285,0,1,Orthodox,Orthodox,0.4838709677419355,0.5087719298245614,1.0,0.0,-5.0,2.5400000000000205,34,34,0.5800000000000001,0.5800000000000001,1.0,0.0,1.0,0.58,0.28095238095238095,0.2977777777777778,0.638,0.65,0.6742385172637136,0.6587138517182203,0.6143044209182823,0.5402891808998888
2022-10-29,Andrei Arlovski,Marcos Rogerio de Lima,L,0.4,0.5454545454545454,0,1,Orthodox,Orthodox,0.5,0.7575757575757576,0.0,0.0,5.0,5.0800000000000125,44,37,0.4599999999999999,0.6,1.0,1.0,0.856842105263158,0.7571428571428571,0.09502923976608187,0.11071428571428572,0.5910526315789474,0.6114285714285714,0.5084611658867455,0.6498465439936475,0.4605242155577682,0.5731416831770652
2022-10-29,Joseph Holmes,JunYong Park,L,0.5,0.5454545454545454,0,2,Orthodox,Orthodox,0.5,0.631578947368421,0.0,0.5,15.0,17.779999999999973,27,32,0.4599999999999999,0.5,0.5,1.0,0.75,0.7033333333333333,0.5,0.31666666666666665,0.74,0.5316666666666666,0.6399052948773138,0.5565906293114063,0.6220196353436185,0.5015535489311452
2022-10-29,Chase Hooper,Steve Garcia,L,0.3333333333333333,0.6590909090909091,0,0,Southpaw,Southpaw,0.3125,0.6739130434782609,0.0,0.0,2.0,-2.539999999999992,23,30,0.35,0.6699999999999999,1.0,1.0,0.5,1.0,0.25595238095238093,0.5333333333333333,0.37399999999999994,0.4533333333333333,0.5765490099956565,0.6245640018459491,0.49590310285242933,0.5335867140378419
2022-10-29,Cody Durden,Carlos Mota,W,0.4594594594594595,0.4137931034482758,0,1,Southpaw,Orthodox,0.5368421052631579,0.5806451612903226,0.5,0.0,7.0,-5.079999999999984,32,28,0.5900000000000001,0.55,1.0,0.5,0.734,,0.5307692307692308,,0.5,,0.5471834655714263,,0.49951477959604895,
2022-10-29,Christian Rodriguez,Joshua Weems,W,0.391304347826087,0.6923076923076923,1,0,Orthodox,Orthodox,0.5,0.6875,0.0,0.6666666666666666,-3.0,5.0800000000000125,25,28,0.31,0.61,0.3399999999999999,1.0,0.4,,1.0,,0.6,,0.4935064935064935,,0.4333333333333333,
2022-10-22,Charles Oliveira,Islam Makhachev,L,0.4871794871794871,0.7317073170731707,0,1,Orthodox,Southpaw,0.5434782608695652,0.8372093023255814,0.0,0.6666666666666666,0.0,10.159999999999997,33,31,0.27,0.52,0.3399999999999999,1.0,0.7736666666666667,0.9516666666666667,0.41710798460798465,0.5662037037037037,0.5503333333333332,0.6275000000000001,0.5980350473055187,0.6643302337462877,0.5244105876686385,0.5573629614286424
2022-10-22,Aljamain Sterling,TJ Dillashaw,W,0.7741935483870968,0.3076923076923077,2,0,Orthodox,Orthodox,0.8176795580110497,0.4193548387096774,0.625,0.0,2.0,10.159999999999997,33,37,0.7,0.2299999999999999,1.0,0.38,0.74875,0.9494117647058824,0.32324717765894234,0.289735367831343,0.6381249999999999,0.611764705882353,0.5979732105902257,0.45177652305850086,0.5049827845012301,0.40991972770648866
2022-10-22,Petr Yan,Sean O'Malley,L,0.6041666666666666,0.5153374233128835,0,0,Switch,Switch,0.697841726618705,0.5321637426900585,0.4615384615384615,0.0,-10.0,-12.699999999999989,30,28,0.49,0.4,1.0,0.54,0.931,0.8811111111111111,0.3983333333333333,0.05555555555555555,0.617,0.6211111111111111,0.5859895027183971,0.6193627364198259,0.5431598886699625,0.6147624968278302
2022-10-22,Beneil Dariush,Mateusz Gamrot,W,0.4538461538461538,0.4074074074074074,0,0,Southpaw,Southpaw,0.4855072463768116,0.4418604651162791,0.0,0.2105263157894736,0.0,5.079999999999984,33,32,0.6,0.55,0.79,1.0,0.8805,0.976,0.2991666666666667,0.4139285714285714,0.5635,0.728,0.546351199738656,0.6402023699912139,0.5099618005069704,0.6099474072487565
2022-10-22,Katlyn Chookagian,Manon Fiorot,L,0.2657342657342657,0.3512544802867383,0,0,Orthodox,Orthodox,0.2657342657342657,0.3535714285714286,0.0,0.5,5.0,7.6200000000000045,34,33,0.65,0.74,0.5,1.0,0.624,0.9375,0.08333333333333333,0.7083333333333334,0.6086666666666667,0.7225,0.41457780451003157,0.5179755647866193,0.3559929959230667,0.49016133460575695
2022-10-22,Belal Muhammad,Sean Brady,W,0.3827751196172249,0.4915254237288136,0,0,Orthodox,Orthodox,0.3827751196172249,0.4915254237288136,0.0,0.0,2.0,0.0,34,30,0.51,0.62,1.0,1.0,0.95625,0.8,0.3041666666666667,0.7472222222222222,0.580625,0.612,0.49842959678377435,0.6552825063072983,0.4236313826427284,0.5245011850894203
2022-10-22,Makhmud Muradov,Caio Borralho,L,0.4,0.59375,0,2,Orthodox,Southpaw,0.7378640776699029,0.7402597402597403,1.0,0.5,10.0,0.0,33,30,0.41,0.6,0.5,0.0,0.925,0.75,0.25,0.9,0.595,0.595,0.42450749395949816,0.6614597926590081,0.4187144448319819,0.5563265306122449
2022-10-22,Volkan Oezdemir,Nikita Krylov,L,0.5185185185185185,0.4710743801652892,0,1,Orthodox,Orthodox,0.6878980891719745,0.6812749003984063,1.0,0.35,-2.0,-5.0800000000000125,33,31,0.53,0.49,0.65,0.0,0.859090909090909,0.54375,0.14935064935064934,0.25260416666666663,0.5536363636363636,0.433125,0.5563942117464113,0.6555939491108695,0.5011515999016333,0.5789888421444406
2022-10-22,Abubakar Nurmagomedov,Gadzhi Omargadzhiev,W,0.5970149253731343,0.3838383838383838,0,0,Orthodox,Switch,0.7307692307692307,0.5563380281690141,0.25,0.1428571428571428,-5.0,2.539999999999992,33,30,0.62,0.41,0.86,0.75,1.0,0.0,0.6,0.5,0.755,0.37,0.6284074605451937,0.6777777777777778,0.4722222222222222,0.3157894736842105
2022-10-22,Armen Petrosyan,AJ Dobson,W,0.4796747967479675,0.3602484472049689,0,0,Orthodox,Orthodox,0.4796747967479675,0.3809523809523809,0.0,1.0,5.0,-12.699999999999989,32,31,0.64,0.53,0.0,1.0,0.2699999999999999,0.63,0.0,0.0,0.535,0.38,0.54858934169279,0.6181818181818182,0.5289901355475126,0.5777777777777777
2022-10-22,Muhammad Mokaev,Malcolm Gordon,W,0.7,0.4473684210526316,1,1,Orthodox,Switch,0.9153846153846154,0.6129032258064516,0.8571428571428571,1.0,0.0,-2.539999999999992,22,32,0.56,0.3,0.0,0.15,0.5,0.25,0.23076923076923075,0.29545454545454547,0.63,0.415,0.4962962962962963,0.34185823754789274,0.4068965517241379,0.2519615800865801
2022-10-22,Karol Rosa,Lina Lansberg,W,0.7297297297297297,0.6,0,0,Orthodox,Orthodox,0.8421052631578947,0.7575757575757576,0.5,0.0,-5.0,5.0800000000000125,28,41,0.4,0.28,1.0,0.5,0.8019999999999999,0.3922222222222222,0.3333333333333333,0.23809523809523808,0.49399999999999994,0.4488888888888889,0.6614131699884632,0.6462045699049092,0.5849717143065771,0.5277110987684929
2022-10-15,Alexa Grasso,Viviane Araujo,W,0.4919614147909968,0.4772727272727273,0,0,Orthodox,Orthodox,0.546742209631728,0.5138888888888888,0.0,0.2,2.0,-5.079999999999984,29,36,0.53,0.51,0.8,1.0,0.7244444444444444,0.9057142857142857,0.2222222222222222,0.6027210884353742,0.6066666666666667,0.5771428571428572,0.601245825440767,0.5378198035877556,0.4881250584076093,0.4871377310772503
2022-10-15,Cub Swanson,Jonathan Martinez,L,0.6455696202531646,0.6078431372549019,0,0,Orthodox,Southpaw,0.6818181818181818,0.6226415094339622,1.0,0.0,0.0,0.0,39,28,0.4,0.36,1.0,0.0,0.7880952380952382,0.825,0.3365079365079365,0.3,0.6242857142857142,0.585,0.5416729865730651,0.4990876276362476,0.5154388546959398,0.48610564878515383
2022-10-15,Jordan Wright,Dusko Todorovic,L,0.6097560975609756,0.7625,1,0,Orthodox,Orthodox,0.7951807228915663,0.8106060606060606,0.6,0.0,3.0,7.6200000000000045,31,28,0.24,0.4,1.0,0.4,1.0,0.8800000000000001,0.1,0.3571428571428571,0.25199999999999995,0.502,0.8194690603514132,0.5885670670705418,0.7775572831423896,0.5217900107915522
2022-10-15,Raphael Assuncao,Victor Henry,W,0.6593406593406593,0.4365079365079365,0,0,Orthodox,Switch,0.7090909090909091,0.4552238805970149,0.4,0.0,-5.0,-5.079999999999984,40,35,0.5700000000000001,0.35,1.0,0.6,0.9,0.86,0.2338235294117647,0.0,0.6511764705882354,0.52,0.4420546911586318,0.5591939546599496,0.4003535876677229,0.5142045454545454
